shortener,prolonger,n,seed,L,abs_L_over_n,L_times_logn_over_n,P_size,sum_inv_p,max_p_in_B,num_primes_in_B,sum_omega,log_log_n,ratio_to_loglog,wall_seconds
S_primorial_anchor,P_random,1000,0,171,0.171,1.1812261527059453,86,0.8883623307907523,997,86,105,1.9326447339160655,0.4596614759044141,0.0010496250033611432
S_primorial_anchor,P_random,1000,1,170,0.17,1.1743183974269633,85,0.31156881879338316,997,84,88,1.9326447339160655,0.16121370540878444,0.0008792499866103753
S_primorial_anchor,P_random,1000,2,185,0.185,1.2779347266116954,93,1.1387522822453813,997,86,121,1.9326447339160655,0.5892196647740625,0.0009189580014208332
S_primorial_anchor,P_random,1000,3,178,0.178,1.2295804396588204,89,0.5785771545099918,997,84,101,1.9326447339160655,0.2993706729211616,0.0008775000023888424
S_primorial_anchor,P_random,1000,4,178,0.178,1.2295804396588204,89,0.7661312076341869,997,85,105,1.9326447339160655,0.3964159548774368,0.0008771249995334074
S_primorial_anchor,P_random,1000,5,173,0.173,1.1950416632639096,87,0.6804027739114586,997,86,103,1.9326447339160655,0.35205786245709886,0.0008694160060258582
S_primorial_anchor,P_random,1000,6,175,0.175,1.2088571738218739,88,0.9261206244324893,997,87,106,1.9326447339160655,0.4791985863619726,0.0008702920022187755
S_primorial_anchor,P_random,1000,7,172,0.172,1.1881339079849276,86,0.6669755943314537,997,86,100,1.9326447339160655,0.345110295041127,0.0008635409903945401
S_primorial_anchor,P_random,1000,8,192,0.192,1.3262890135645702,96,1.2491151058290206,997,88,137,1.9326447339160655,0.6463242229201498,0.0009057080023922026
S_primorial_anchor,P_random,1000,9,182,0.182,1.2572114607747489,91,1.0135403847808646,997,90,112,1.9326447339160655,0.5244318145979966,0.0009559999889461324
S_primorial_anchor,P_random,10000,0,1265,0.1265,1.1651080570549872,633,0.6492038109943069,9973,627,712,2.2203268063678463,0.2923911061796873,0.010811000000103377
S_primorial_anchor,P_random,10000,1,1289,0.1289,1.1872128739477301,645,0.7745947222248419,9973,622,749,2.2203268063678463,0.3488651850724506,0.010765999992145225
S_primorial_anchor,P_random,10000,2,1383,0.1383,1.2737900734443062,692,1.0910006193801938,9973,647,887,2.2203268063678463,0.4913693859170772,0.010674208999262191
S_primorial_anchor,P_random,10000,3,1443,0.1443,1.3290521156761634,722,1.3568969577759609,9973,645,998,2.2203268063678463,0.6111248821049278,0.010290083009749651
S_primorial_anchor,P_random,10000,4,1331,0.1331,1.2258963035100299,666,0.7613579137683376,9973,626,770,2.2203268063678463,0.3429035363554503,0.011002999992342666
S_primorial_anchor,P_random,10000,5,1279,0.1279,1.1780025335757538,640,0.39013392034022554,9973,625,668,2.2203268063678463,0.1757101338511657,0.010526458994718269
S_primorial_anchor,P_random,10000,6,1327,0.1327,1.2222121673612396,664,0.8177544299800681,9973,634,777,2.2203268063678463,0.3683036333366634,0.010960707993945107
S_primorial_anchor,P_random,10000,7,1268,0.1268,1.16787115916658,634,0.7006418526277122,9973,629,717,2.2203268063678463,0.3155579848057896,0.011472875004983507
S_primorial_anchor,P_random,10000,8,1295,0.1295,1.192739078170916,648,0.9281376177155499,9973,636,796,2.2203268063678463,0.4180184714491905,0.011593749994062819
S_primorial_anchor,P_random,10000,9,1299,0.1299,1.1964232143197062,650,0.7812055204703288,9973,626,763,2.2203268063678463,0.35184258381687294,0.011248915994656272
S_primorial_anchor,P_random,100000,0,10593,0.10593,1.2195641945042963,5297,1.0902331915082397,99991,4891,7042,2.443470357682056,0.446182286632061,0.1709687499969732
S_primorial_anchor,P_random,100000,1,10261,0.10261,1.1813412819605953,5131,0.8533045979164363,99991,4844,6107,2.443470357682056,0.34921831371259393,0.1549746660020901
S_primorial_anchor,P_random,100000,2,10817,0.10817,1.2453531475458295,5409,1.1787263603905533,99991,4910,7158,2.443470357682056,0.48239846932652214,0.16652804201294202
S_primorial_anchor,P_random,100000,3,10186,0.10186,1.1727065878618674,5093,0.9868894055075762,99991,4868,6392,2.443470357682056,0.4038884295874033,0.1621538750041509
S_primorial_anchor,P_random,100000,4,9747,0.09747,1.122164845070648,4874,0.3254086502991307,99991,4815,4992,2.443470357682056,0.13317478940396166,0.15384920799988322
S_primorial_anchor,P_random,100000,5,10193,0.10193,1.1735124926444154,5097,1.0119514039069895,99991,4916,6316,2.443470357682056,0.4141451524981685,0.1639465000043856
S_primorial_anchor,P_random,100000,6,10258,0.10258,1.180995894196646,5129,0.8502882603340726,99991,4864,6002,2.443470357682056,0.3479838655135885,0.15735454199602827
S_primorial_anchor,P_random,100000,7,10090,0.1009,1.161654179415496,5045,0.8200923257883114,99991,4870,5785,2.443470357682056,0.33562605873650697,0.15624145900073927
S_primorial_anchor,P_random,100000,8,10065,0.10065,1.1587759480492534,5033,0.9161041424697782,99991,4849,6350,2.443470357682056,0.3749192780627059,0.15938204199483152
S_primorial_anchor,P_random,100000,9,9673,0.09673,1.1136452802265702,4837,0.2593368675038145,99991,4806,4905,2.443470357682056,0.10613464848815628,0.15241679101018235
S_pair_response,P_random,1000,0,174,0.174,1.2019494185428918,87,0.8643190648431885,997,82,110,1.9326447339160655,0.44722087286670753,0.001028250000672415
S_pair_response,P_random,1000,1,170,0.17,1.1743183974269633,85,0.3099865985245156,997,83,88,1.9326447339160655,0.16039502402306408,0.0009476660052314401
S_pair_response,P_random,1000,2,191,0.191,1.319381258285588,96,1.0956359765820076,997,73,138,1.9326447339160655,0.566910181346134,0.0009830420021899045
S_pair_response,P_random,1000,3,178,0.178,1.2295804396588204,89,0.5713287278962663,997,79,106,1.9326447339160655,0.29562015091030125,0.0010514169989619404
S_pair_response,P_random,1000,4,180,0.18,1.2433959502167846,90,0.760661372573717,997,79,114,1.9326447339160655,0.39358572179606416,0.0010222920100204647
S_pair_response,P_random,1000,5,173,0.173,1.1950416632639096,87,0.6750505472828064,997,82,104,1.9326447339160655,0.3492884829975812,0.000979958989773877
S_pair_response,P_random,1000,6,190,0.19,1.3124735030066061,95,0.9643702271809201,997,74,137,1.9326447339160655,0.4989899127641752,0.0010252500069327652
S_pair_response,P_random,1000,7,172,0.172,1.1881339079849276,86,0.652834355591983,991,82,101,1.9326447339160655,0.33779325508478864,0.0009687920100986958
S_pair_response,P_random,1000,8,192,0.192,1.3262890135645702,96,1.1383907740421033,991,73,140,1.9326447339160655,0.5890326111490822,0.0010677499958546832
S_pair_response,P_random,1000,9,185,0.185,1.2779347266116954,93,0.9622688952497711,997,76,129,1.9326447339160655,0.4979026296778052,0.0011968330072704703
S_pair_response,P_random,10000,0,1267,0.1267,1.1669501251293826,634,0.6440058490089284,9973,597,745,2.2203268063678463,0.290050026492467,0.014951624994864687
S_pair_response,P_random,10000,1,1307,0.1307,1.2037914866172872,654,0.7693200865961626,9973,576,818,2.2203268063678463,0.34648957279161346,0.016114042009576224
S_pair_response,P_random,10000,2,1362,0.1362,1.2544483586631563,681,1.0244379334841003,9973,550,983,2.2203268063678463,0.46139060725026415,0.01607829199929256
S_pair_response,P_random,10000,3,1527,0.1527,1.4064189748007634,764,1.3050145871338918,9973,489,1293,2.2203268063678463,0.5877578847362199,0.016820082993945107
S_pair_response,P_random,10000,4,1330,0.133,1.2249752694728324,665,0.7048273060647311,9973,566,831,2.2203268063678463,0.3174430466917314,0.0163807080098195
S_pair_response,P_random,10000,5,1279,0.1279,1.1780025335757538,640,0.3869605761848986,9973,591,697,2.2203268063678463,0.17428090994312392,0.015190125006483868
S_pair_response,P_random,10000,6,1314,0.1314,1.2102387248776705,657,0.7673600301469964,9973,575,833,2.2203268063678463,0.3456067944350469,0.015287957998225465
S_pair_response,P_random,10000,7,1274,0.1274,1.1733973633897659,637,0.6942434360212806,9973,593,746,2.2203268063678463,0.3126762393852141,0.01590395900711883
S_pair_response,P_random,10000,8,1284,0.1284,1.182607703761742,642,0.8860010841067255,9973,587,844,2.2203268063678463,0.39904084460255795,0.016547667008126155
S_pair_response,P_random,10000,9,1309,0.1309,1.2056335546916823,655,0.7605628542597739,9973,576,817,2.2203268063678463,0.34254545415499066,0.014894207997713238
S_pair_response,P_random,100000,0,10631,0.10631,1.223939106180985,5316,1.0403862045022778,99991,4315,7661,2.443470357682056,0.4257822081742858,0.47936162500991486
S_pair_response,P_random,100000,1,10284,0.10284,1.1839892548175384,5142,0.8205899572779616,99991,4463,6570,2.443470357682056,0.3358297164105547,0.44955591698817443
S_pair_response,P_random,100000,2,10667,0.10667,1.2280837593483742,5334,1.082919272282196,99991,4284,7698,2.443470357682056,0.4431890359862943,0.46571212500566617
S_pair_response,P_random,100000,3,10184,0.10184,1.1724763293525682,5092,0.946282087001773,99991,4509,6791,2.443470357682056,0.38726972235482426,0.46129187499172986
S_pair_response,P_random,100000,4,9755,0.09755,1.1230858791078457,4878,0.32220207882260654,99991,4715,5095,2.443470357682056,0.13186248722421842,0.4301231250137789
S_pair_response,P_random,100000,5,10317,0.10317,1.1877885202209786,5159,0.9827602762498341,99991,4442,7102,2.443470357682056,0.402198566952172,0.4558402499969816
S_pair_response,P_random,100000,6,10207,0.10207,1.1751243022095113,5104,0.7801715360554208,99991,4499,6368,2.443470357682056,0.3192883161453668,0.44366133300354704
S_pair_response,P_random,100000,7,10388,0.10388,1.1959626973011075,5194,0.8218344025177463,99991,4421,6709,2.443470357682056,0.3363390105936711,0.45034533299622126
S_pair_response,P_random,100000,8,10112,0.10112,1.1641870230177895,5056,0.9023112693849291,99991,4544,6684,2.443470357682056,0.3692744896815064,0.4563725830084877
S_pair_response,P_random,100000,9,9675,0.09675,1.1138755387358696,4838,0.2583981654283943,99991,4755,4955,2.443470357682056,0.10575048091580615,0.4322842080000555
S_harmonic,P_random,1000,0,413,0.413,2.8529029302196225,207,1.954290301758007,997,71,448,1.9326447339160655,1.0111999724843799,0.004508541009272449
S_harmonic,P_random,1000,1,424,0.424,2.9288882382884256,212,1.954081309556627,997,66,469,1.9326447339160655,1.011091834554158,0.004543292001471855
S_harmonic,P_random,1000,2,416,0.416,2.873626196056569,208,1.9813941832160935,937,67,456,1.9326447339160655,1.0252242165590613,0.004196875001071021
S_harmonic,P_random,1000,3,423,0.423,2.921980483009444,212,1.9679417095346283,967,72,463,1.9326447339160655,1.0182635613256459,0.004524624993791804
S_harmonic,P_random,1000,4,413,0.413,2.8529029302196225,207,1.9564094425797849,983,69,443,1.9326447339160655,1.0122964703479493,0.004559833992971107
S_harmonic,P_random,1000,5,431,0.431,2.977242525241301,216,1.9728634724080876,991,71,478,1.9326447339160655,1.0208102077874022,0.004638166006770916
S_harmonic,P_random,1000,6,418,0.418,2.8874417066145335,209,1.9642344072558886,991,73,451,1.9326447339160655,1.0163453079531144,0.004597249993821606
S_harmonic,P_random,1000,7,409,0.409,2.825271909103694,205,1.9619349900928946,887,68,439,1.9326447339160655,1.0151555304825626,0.0047953750035958365
S_harmonic,P_random,1000,8,397,0.397,2.7423788457559084,199,1.982697153855177,967,71,405,1.9326447339160655,1.0258984070174613,0.004345209003076889
S_harmonic,P_random,1000,9,411,0.411,2.8390874196616585,206,1.9675749299999514,997,74,431,1.9326447339160655,1.0180737801784747,0.004685791995143518
S_harmonic,P_random,10000,0,4295,0.4295,3.955841189763771,2148,2.314464721023565,9887,447,5352,2.2203268063678463,1.0423982246152834,0.06729795900173485
S_harmonic,P_random,10000,1,4272,0.4272,3.934657406908226,2136,2.3218856769551,9871,471,5269,2.2203268063678463,1.0457405055399887,0.06792825000593439
S_harmonic,P_random,10000,2,4238,0.4238,3.9033422496435066,2119,2.323108896965872,9973,470,5241,2.2203268063678463,1.0462914244440273,0.06872329200268723
S_harmonic,P_random,10000,3,4253,0.4253,3.917157760201471,2127,2.3239337137038483,9967,482,5240,2.2203268063678463,1.0466629088289434,0.0668592910078587
S_harmonic,P_random,10000,4,4278,0.4278,3.9401836111314115,2139,2.3181399739105655,9949,461,5306,2.2203268063678463,1.0440535002604991,0.06928454199805856
S_harmonic,P_random,10000,5,4301,0.4301,3.9613673939869565,2151,2.3192962850129386,9941,456,5344,2.2203268063678463,1.0445742844527437,0.069534541995381
S_harmonic,P_random,10000,6,3985,0.3985,3.6703206382325093,1993,2.3222913162713295,9931,477,4886,2.2203268063678463,1.045923199058378,0.06751808298577089
S_harmonic,P_random,10000,7,4347,0.4347,4.003734959698047,2174,2.3201828608399935,9931,471,5354,2.2203268063678463,1.04497358415246,0.06976637500338256
S_harmonic,P_random,10000,8,4299,0.4299,3.9595253259125616,2150,2.324481608787952,9871,475,5332,2.2203268063678463,1.0469096720903392,0.07096379199356306
S_harmonic,P_random,10000,9,4239,0.4239,3.904263283680704,2120,2.3221910164438855,9931,456,5250,2.2203268063678463,1.045878025605913,0.06701541699294467
S_harmonic,P_random,100000,0,42975,0.42975,4.9476797185709565,21488,2.5762363526207914,99971,3365,58016,2.443470357682056,1.0543350135275147,1.339904666005168
S_harmonic,P_random,100000,1,43544,0.43544,5.013188264466637,21772,2.5753303691820935,99989,3276,58981,2.443470357682056,1.0539642361878798,1.3188885419949656
S_harmonic,P_random,100000,2,43105,0.43105,4.962646521675417,21553,2.5757560780724726,99907,3325,58540,2.443470357682056,1.0541384592510084,1.3028869999980088
S_harmonic,P_random,100000,3,43132,0.43132,4.965755011550959,21566,2.577178586906724,99907,3377,58307,2.443470357682056,1.05472062667112,1.2998052499897312
S_harmonic,P_random,100000,4,43234,0.43234,4.977498195525229,21617,2.5750204977642865,99767,3288,58726,2.443470357682056,1.0538374200729093,1.349782958990545
S_harmonic,P_random,100000,5,43026,0.43026,4.95355131055809,21513,2.576799828264038,99871,3351,58252,2.443470357682056,1.0545656181843197,1.2894333749864018
S_harmonic,P_random,100000,6,43534,0.43534,5.012036971920139,21767,2.5781033114680336,99923,3354,58683,2.443470357682056,1.055099073890012,1.2671002499992028
S_harmonic,P_random,100000,7,43337,0.43337,4.989356508754148,21669,2.5765861764820723,99991,3349,58327,2.443470357682056,1.0544781803394963,1.3077407090022461
S_harmonic,P_random,100000,8,43170,0.4317,4.970129923227647,21585,2.575536092841067,99971,3310,58490,2.443470357682056,1.0540484294167138,1.2777958329970716
S_harmonic,P_random,100000,9,42640,0.4264,4.909111418263306,21320,2.576624998205193,99929,3370,57460,2.443470357682056,1.054494068284688,1.2821422909910325
S_slp_odd,P_random,1000000,0,83464,0.083464,1.1530977732099301,41732,0.9352102617294845,999983,36819,56320,2.625791914476011,0.3561631279971818,2.2472479170100996
S_slp_odd,P_random,1000000,1,88280,0.08828,1.219633272057086,44140,1.1218979826463318,999983,34626,65252,2.625791914476011,0.4272608109048168,2.288948583009187
S_slp_odd,P_random,1000000,2,94803,0.094803,1.3097518474266872,47402,1.319407503211147,999983,32041,78435,2.625791914476011,0.5024798408195422,2.3647143339912873
S_slp_odd,P_random,1000000,3,92488,0.092488,1.2777689404849997,46244,1.2214512741257684,999983,32981,73159,2.625791914476011,0.4651744364783432,2.3591138330084505
S_slp_odd,P_random,1000000,4,79467,0.079467,1.097877177509747,39734,0.7304641578734009,999983,38768,48944,2.625791914476011,0.2781881358710667,2.1862089169881074
S_slp_odd,P_random,1000000,5,81508,0.081508,1.126074634558552,40754,0.8657038034133394,999983,37760,52707,2.625791914476011,0.3296924629254541,2.2077448750060285
S_slp_odd,P_random,1000000,6,89743,0.089743,1.2398453640033877,44872,1.163731679016425,999983,34092,68307,2.625791914476011,0.4431926507964181,2.3365844159998232
S_slp_odd,P_random,1000000,7,85705,0.085705,1.184058332370328,42853,1.0491216525770601,999979,35778,60701,2.625791914476011,0.3995448560844614,2.23480862499855
S_slp_odd,P_random,1000000,8,99083,0.099083,1.368882232614774,49542,1.4158881535924979,999961,30460,86625,2.625791914476011,0.5392232894719097,2.4321387079980923
S_slp_odd,P_random,1000000,9,83214,0.083214,1.1496438955704391,41607,0.9170305068370308,999983,36941,55680,2.625791914476011,0.3492395957887731,2.2359474590048194
S_adaptive_prime,P_random,1000000,0,83464,0.083464,1.1530977732099301,41732,0.9352102617294845,999983,36819,56320,2.625791914476011,0.3561631279971818,2.260124124994036
S_adaptive_prime,P_random,1000000,1,88280,0.08828,1.219633272057086,44140,1.1218979826463318,999983,34626,65252,2.625791914476011,0.4272608109048168,2.2977354580070823
S_adaptive_prime,P_random,1000000,2,94803,0.094803,1.3097518474266872,47402,1.319407503211147,999983,32041,78435,2.625791914476011,0.5024798408195422,2.392667624997557
S_adaptive_prime,P_random,1000000,3,92488,0.092488,1.2777689404849997,46244,1.2214512741257684,999983,32981,73159,2.625791914476011,0.4651744364783432,2.342758792001405
S_adaptive_prime,P_random,1000000,4,79467,0.079467,1.097877177509747,39734,0.7304641578734009,999983,38768,48944,2.625791914476011,0.2781881358710667,2.1925332919927314
S_adaptive_prime,P_random,1000000,5,81508,0.081508,1.126074634558552,40754,0.8657038034133394,999983,37760,52707,2.625791914476011,0.3296924629254541,2.224405166998622
S_adaptive_prime,P_random,1000000,6,89743,0.089743,1.2398453640033877,44872,1.163731679016425,999983,34092,68307,2.625791914476011,0.4431926507964181,2.313183124992065
S_adaptive_prime,P_random,1000000,7,85705,0.085705,1.184058332370328,42853,1.0491216525770601,999979,35778,60701,2.625791914476011,0.3995448560844614,2.2461013329884736
S_adaptive_prime,P_random,1000000,8,99083,0.099083,1.368882232614774,49542,1.4158881535924979,999961,30460,86625,2.625791914476011,0.5392232894719097,2.442945500006317
S_adaptive_prime,P_random,1000000,9,83214,0.083214,1.1496438955704391,41607,0.9170305068370308,999983,36941,55680,2.625791914476011,0.3492395957887731,2.250108624997665
S_primorial_anchor,P_random,1000000,0,101479,0.101479,1.4019841959116566,50740,1.7480084841158143,999983,40916,73443,2.625791914476011,0.6657071622770373,2.4873607080080546
S_primorial_anchor,P_random,1000000,1,97210,0.09721,1.3430057813397072,48605,1.6786209264457501,999983,40902,68581,2.625791914476011,0.6392817790288332,2.378603125005611
S_primorial_anchor,P_random,1000000,2,98382,0.098382,1.3591975597136412,49191,1.717512331414151,999983,40860,69704,2.625791914476011,0.6540930840503744,2.395978959000786
S_primorial_anchor,P_random,1000000,3,98898,0.098898,1.3663263631615508,49449,1.6799500975558148,999983,40917,70234,2.625791914476011,0.6397879772171728,2.39272908399289
S_primorial_anchor,P_random,1000000,4,101926,0.101926,1.4081597291310666,50963,1.740781619028328,999983,40991,73825,2.625791914476011,0.6629549011219761,2.5067850000050385
S_primorial_anchor,P_random,1000000,5,100045,0.100045,1.3821727537715358,50023,1.7779792181889507,999983,41219,71293,2.625791914476011,0.6771211413924072,2.388277874997584
S_primorial_anchor,P_random,1000000,6,98744,0.098744,1.3641987745356243,49372,1.6998015379235325,999983,40913,70070,2.625791914476011,0.6473481499247955,2.3904285419994267
S_primorial_anchor,P_random,1000000,7,99249,0.099249,1.3711756073673962,49625,1.763042990074015,999983,41081,70560,2.625791914476011,0.6714328657782612,2.3635652079974534
S_primorial_anchor,P_random,1000000,8,101070,0.10107,1.396333652093449,50535,1.7309079907677205,999983,40744,73317,2.625791914476011,0.6591946533254259,2.4524776250036666
S_primorial_anchor,P_random,1000000,9,100023,0.100023,1.3818688125392606,50012,1.685723008250809,999983,40783,72143,2.625791914476011,0.6419865180319145,2.409971208006027
S_pair_response,P_random,1000000,0,83464,0.083464,1.1530977732099301,41732,0.9352102617294845,999983,36819,56320,2.625791914476011,0.3561631279971818,23.007623874989804
S_pair_response,P_random,1000000,1,79224,0.079224,1.0945200084441615,39612,0.25691975739212064,999983,38889,40615,2.625791914476011,0.09784467534373918,21.27582499998971
S_pair_response,P_random,1000000,2,83039,0.083039,1.1472261812227953,41520,0.7807525670608754,999983,37040,51609,2.625791914476011,0.2973398473643629,22.017551999990246
S_pair_response,P_random,1000000,3,86456,0.086456,1.1944337807993592,43228,0.9303430754920503,999979,35523,58211,2.625791914476011,0.3543095210108089,22.003477207996184
S_pair_response,P_random,1000000,4,79467,0.079467,1.097877177509747,39734,0.7304641578734009,999983,38768,48944,2.625791914476011,0.2781881358710667,23.626912540988997
S_pair_response,P_random,1000000,5,80196,0.080196,1.1079486847065028,40098,0.307413950547819,999983,38415,42124,2.625791914476011,0.11707475708682152,21.276783583001816
S_pair_response,P_random,1000000,6,80211,0.080211,1.1081559173648723,40106,0.5976152373248537,999983,38398,46175,2.625791914476011,0.22759428651988617,22.602613665992976
S_pair_response,P_random,1000000,7,84736,0.084736,1.1706711026396608,42368,0.8647020880272384,999983,36287,54871,2.625791914476011,0.3293109721528691,22.517220458001248
S_pair_response,P_random,1000000,8,99083,0.099083,1.368882232614774,49542,1.4158881535924979,999961,30460,86625,2.625791914476011,0.5392232894719097,22.70213670800149
S_pair_response,P_random,1000000,9,83214,0.083214,1.1496438955704391,41607,0.9170305068370308,999983,36941,55680,2.625791914476011,0.3492395957887731,23.01726008299738
