shortener,prolonger,n,seed,L,abs_L_over_n,L_times_logn_over_n,P_size,sum_inv_p,max_p_in_B,num_primes_in_B,sum_omega,log_log_n,ratio_to_loglog,wall_seconds
S_primorial_anchor,P_block_product,1000000,0,92491,0.092491,1.2778103870166735,46246,2.784117019534826,999983,46336,46336,2.625791914476011,1.0602961354957212,11.015378541997052
S_primorial_anchor,P_interval_top,1000,0,174,0.174,1.2019494185428918,87,0.7008245984094156,997,88,101,1.9326447339160655,0.3626246387194783,0.0009798329992918298
S_primorial_anchor,P_interval_top,10000,0,1258,0.1258,1.158660818794604,629,0.5839413611146015,9967,626,709,2.2203268063678463,0.2629979332050899,0.01139145900378935
S_primorial_anchor,P_interval_top,100000,0,9985,0.09985,1.1495656076772773,4993,0.7796706836288083,99991,4921,5710,2.443470357682056,0.3190833402900069,0.1478544589917874
S_primorial_anchor,P_interval_top,1000000,0,103077,0.103077,1.4240613817832835,51539,1.7040580642228667,999983,41982,73683,2.625791914476011,0.6489691947135573,2.2058939159906004
S_primorial_anchor,P_heuristic_maxdeg,1000,0,168,0.168,1.160502886868999,84,1.2335831151186951,991,84,84,1.9326447339160655,0.6382875721908388,0.0032257920101983473
S_primorial_anchor,P_heuristic_maxdeg,10000,0,1229,0.1229,1.131950831715873,615,1.3763583326301014,9973,615,615,2.2203268063678463,0.6198899768640983,0.040766958001768216
S_primorial_anchor,P_heuristic_maxdeg,100000,0,9592,0.09592,1.1043198105999443,4796,1.487436739148394,99989,4796,4796,2.443470357682056,0.6087394244305128,0.5908799590106355
S_primorial_anchor,P_heuristic_maxdeg,1000000,0,78498,0.078498,1.0844899477790797,39249,1.5784669751768943,999979,39249,39249,2.625791914476011,0.6011393996892114,7.923455707990797
S_pair_response,P_block_product,1000,0,187,0.187,1.2917502371696596,94,1.7141672233903524,997,87,111,1.9326447339160655,0.8869541273201216,0.0033873749925987795
