move,player,x,killed_now,top_live
53824,S,365257,1,77098
53888,S,365759,1,77034
53952,S,366239,1,76970
54016,S,366811,1,76906
54080,S,367229,1,76842
54144,S,367751,1,76778
54208,S,368243,1,76714
54272,S,368789,1,76650
54336,S,369361,1,76586
54400,S,369979,1,76522
54464,S,370483,1,76458
54528,S,371069,1,76394
54592,S,371479,1,76330
54656,S,371971,1,76266
54720,S,372523,1,76202
54784,S,372979,1,76138
54848,S,373487,1,76074
54912,S,374041,1,76010
54976,S,374537,1,75946
55040,S,375019,1,75882
55104,S,375457,1,75818
55168,S,375997,1,75754
55232,S,376531,1,75690
55296,S,376963,1,75626
55360,S,377513,1,75562
55424,S,378023,1,75498
55488,S,378551,1,75434
55552,S,378997,1,75370
55616,S,379513,1,75306
55680,S,380041,1,75242
55744,S,380591,1,75178
55808,S,381071,1,75114
55872,S,381559,1,75050
55936,S,382103,1,74986
56000,S,382649,1,74922
56064,S,383107,1,74858
56128,S,383627,1,74794
56192,S,384113,1,74730
56256,S,384581,1,74666
56320,S,385127,1,74602
56384,S,385591,1,74538
56448,S,386119,1,74474
56512,S,386569,1,74410
56576,S,387077,1,74346
56640,S,387623,1,74282
56704,S,388159,1,74218
56768,S,388697,1,74154
56832,S,389149,1,74090
56896,S,389699,1,74026
56960,S,390191,1,73962
57024,S,390703,1,73898
57088,S,391159,1,73834
57152,S,391661,1,73770
57216,S,392149,1,73706
57280,S,392629,1,73642
57344,S,393059,1,73578
57408,S,393539,1,73514
57472,S,394007,1,73450
57536,S,394549,1,73386
57600,S,395047,1,73322
57664,S,395543,1,73258
57728,S,396173,1,73194
57792,S,396631,1,73130
57856,S,397237,1,73066
57920,S,397697,1,73002
57984,S,398143,1,72938
58048,S,398609,1,72874
58112,S,399137,1,72810
58176,S,399643,1,72746
58240,S,400157,1,72682
58304,S,400679,1,72618
58368,S,401237,1,72554
58432,S,401809,1,72490
58496,S,402329,1,72426
58560,S,402847,1,72362
58624,S,403339,1,72298
58688,S,403933,1,72234
58752,S,404423,1,72170
58816,S,405011,1,72106
58880,S,405497,1,72042
58944,S,405959,1,71978
59008,S,406513,1,71914
59072,S,407083,1,71850
59136,S,407521,1,71786
59200,S,407977,1,71722
59264,S,408491,1,71658
59328,S,409027,1,71594
59392,S,409483,1,71530
59456,S,409987,1,71466
59520,S,410489,1,71402
59584,S,411011,1,71338
59648,S,411503,1,71274
59712,S,412001,1,71210
59776,S,412481,1,71146
59840,S,413053,1,71082
59904,S,413579,1,71018
59968,S,414101,1,70954
60032,S,414577,1,70890
60096,S,414991,1,70826
60160,S,415543,1,70762
60224,S,416011,1,70698
60288,S,416513,1,70634
60352,S,417127,1,70570
60416,S,417623,1,70506
60480,S,418109,1,70442
60544,S,418631,1,70378
60608,S,419087,1,70314
60672,S,419603,1,70250
60736,S,420149,1,70186
60800,S,420613,1,70122
60864,S,421147,1,70058
60928,S,421697,1,69994
60992,S,422203,1,69930
61056,S,422749,1,69866
61120,S,423191,1,69802
61184,S,423713,1,69738
61248,S,424169,1,69674
61312,S,424727,1,69610
61376,S,425233,1,69546
61440,S,425713,1,69482
61504,S,426311,1,69418
61568,S,426763,1,69354
61632,S,427307,1,69290
61696,S,427859,1,69226
61760,S,428299,1,69162
61824,S,428899,1,69098
61888,S,429449,1,69034
61952,S,429917,1,68970
62016,S,430513,1,68906
62080,S,430957,1,68842
62144,S,431441,1,68778
62208,S,431887,1,68714
62272,S,432391,1,68650
62336,S,432869,1,68586
62400,S,433393,1,68522
62464,S,433931,1,68458
62528,S,434411,1,68394
62592,S,434921,1,68330
62656,S,435371,1,68266
62720,S,435847,1,68202
62784,S,436417,1,68138
62848,S,436957,1,68074
62912,S,437501,1,68010
62976,S,438029,1,67946
63040,S,438527,1,67882
63104,S,439063,1,67818
63168,S,439583,1,67754
63232,S,440093,1,67690
63296,S,440551,1,67626
63360,S,441073,1,67562
63424,S,441613,1,67498
63488,S,442139,1,67434
63552,S,442699,1,67370
63616,S,443147,1,67306
63680,S,443567,1,67242
63744,S,444047,1,67178
63808,S,444529,1,67114
63872,S,445069,1,67050
63936,S,445589,1,66986
64000,S,446141,1,66922
64064,S,446717,1,66858
64128,S,447211,1,66794
64192,S,447749,1,66730
64256,S,448199,1,66666
64320,S,448801,1,66602
64384,S,449269,1,66538
64448,S,449783,1,66474
64512,S,450239,1,66410
64576,S,450707,1,66346
64640,S,451183,1,66282
64704,S,451747,1,66218
64768,S,452239,1,66154
64832,S,452831,1,66090
64896,S,453367,1,66026
64960,S,453923,1,65962
65024,S,454409,1,65898
65088,S,454943,1,65834
65152,S,455437,1,65770
65216,S,455933,1,65706
65280,S,456457,1,65642
65344,S,456949,1,65578
65408,S,457397,1,65514
65472,S,457981,1,65450
65536,S,458533,1,65386
65600,S,459013,1,65322
65664,S,459593,1,65258
65728,S,460099,1,65194
65792,S,460637,1,65130
65856,S,461147,1,65066
65920,S,461707,1,65002
65984,S,462263,1,64938
66048,S,462727,1,64874
66112,S,463291,1,64810
66176,S,463763,1,64746
66240,S,464237,1,64682
66304,S,464767,1,64618
66368,S,465163,1,64554
66432,S,465781,1,64490
66496,S,466321,1,64426
66560,S,466853,1,64362
66624,S,467371,1,64298
66688,S,467833,1,64234
66752,S,468359,1,64170
66816,S,468859,1,64106
66880,S,469379,1,64042
66944,S,469939,1,63978
67008,S,470411,1,63914
67072,S,470887,1,63850
67136,S,471403,1,63786
67200,S,471871,1,63722
67264,S,472333,1,63658
67328,S,472859,1,63594
67392,S,473419,1,63530
67456,S,473981,1,63466
67520,S,474443,1,63402
67584,S,474959,1,63338
67648,S,475441,1,63274
67712,S,475897,1,63210
67776,S,476381,1,63146
67840,S,476887,1,63082
67904,S,477511,1,63018
67968,S,478063,1,62954
68032,S,478523,1,62890
68096,S,478963,1,62826
68160,S,479497,1,62762
68224,S,480059,1,62698
68288,S,480553,1,62634
68352,S,481097,1,62570
68416,S,481633,1,62506
68480,S,482203,1,62442
68544,S,482633,1,62378
68608,S,483163,1,62314
68672,S,483671,1,62250
68736,S,484151,1,62186
68800,S,484727,1,62122
68864,S,485371,1,62058
68928,S,485899,1,61994
68992,S,486433,1,61930
69056,S,486949,1,61866
69120,S,487457,1,61802
69184,S,487943,1,61738
69248,S,488419,1,61674
69312,S,488959,1,61610
69376,S,489457,1,61546
69440,S,490019,1,61482
69504,S,490519,1,61418
69568,S,491041,1,61354
69632,S,491591,1,61290
69696,S,492061,1,61226
69760,S,492641,1,61162
69824,S,493159,1,61098
69888,S,493643,1,61034
69952,S,494167,1,60970
70016,S,494687,1,60906
70080,S,495221,1,60842
70144,S,495707,1,60778
70208,S,496229,1,60714
70272,S,496763,1,60650
70336,S,497261,1,60586
70400,S,497737,1,60522
70464,S,498343,1,60458
70528,S,498857,1,60394
70592,S,499309,1,60330
70656,S,499787,1,60266
70720,S,500233,0,60202
70784,S,500671,0,60138
70848,S,501029,0,60074
70912,S,501409,0,60010
70976,S,501911,0,59946
71040,S,502409,0,59882
71104,S,502829,0,59818
71168,S,503339,0,59754
71232,S,503771,0,59690
71296,S,504149,0,59626
71360,S,504593,0,59562
71424,S,504989,0,59498
71488,S,505327,0,59434
71552,S,505693,0,59370
71616,S,506201,0,59306
71680,S,506593,0,59242
71744,S,506999,0,59178
71808,S,507461,0,59114
71872,S,507907,0,59050
71936,S,508327,0,58986
72000,S,508789,0,58922
72064,S,509221,0,58858
72128,S,509633,0,58794
72192,S,510031,0,58730
72256,S,510401,0,58666
72320,S,510889,0,58602
72384,S,511279,0,58538
72448,S,511633,0,58474
72512,S,512137,0,58410
72576,S,512621,0,58346
72640,S,513013,0,58282
72704,S,513371,0,58218
72768,S,513829,0,58154
72832,S,514229,0,58090
72896,S,514649,0,58026
72960,S,515111,0,57962
73024,S,515639,0,57898
73088,S,516023,0,57834
73152,S,516407,0,57770
73216,S,516757,0,57706
73280,S,517177,0,57642
73344,S,517501,0,57578
73408,S,517927,0,57514
73472,S,518299,0,57450
73536,S,518759,0,57386
73600,S,519161,0,57322
73664,S,519577,0,57258
73728,S,519997,0,57194
73792,S,520411,0,57130
73856,S,520867,0,57066
73920,S,521281,0,57002
73984,S,521659,0,56938
74048,S,522059,0,56874
74112,S,522449,0,56810
74176,S,522853,0,56746
74240,S,523387,0,56682
74304,S,523763,0,56618
74368,S,524201,0,56554
74432,S,524681,0,56490
74496,S,525017,0,56426
74560,S,525439,0,56362
74624,S,525869,0,56298
74688,S,526231,0,56234
74752,S,526637,0,56170
74816,S,526997,0,56106
74880,S,527411,0,56042
74944,S,527897,0,55978
75008,S,528329,0,55914
75072,S,528811,0,55850
75136,S,529183,0,55786
75200,S,529649,0,55722
75264,S,530041,0,55658
75328,S,530443,0,55594
75392,S,530837,0,55530
75456,S,531281,0,55466
75520,S,531821,0,55402
75584,S,532199,0,55338
75648,S,532603,0,55274
75712,S,533003,0,55210
75776,S,533389,0,55146
75840,S,533909,0,55082
75904,S,534283,0,55018
75968,S,534697,0,54954
76032,S,535207,0,54890
76096,S,535673,0,54826
76160,S,536099,0,54762
76224,S,536453,0,54698
76288,S,536839,0,54634
76352,S,537181,0,54570
76416,S,537739,0,54506
76480,S,538157,0,54442
76544,S,538561,0,54378
76608,S,538987,0,54314
76672,S,539351,0,54250
76736,S,539849,0,54186
76800,S,540347,0,54122
76864,S,540713,0,54058
76928,S,541231,0,53994
76992,S,541589,0,53930
77056,S,542027,0,53866
77120,S,542447,0,53802
77184,S,542873,0,53738
77248,S,543253,0,53674
77312,S,543671,0,53610
77376,S,544013,0,53546
77440,S,544549,0,53482
77504,S,544979,0,53418
77568,S,545497,0,53354
77632,S,545917,0,53290
77696,S,546317,0,53226
77760,S,546739,0,53162
77824,S,547271,0,53098
77888,S,547627,0,53034
77952,S,548089,0,52970
78016,S,548503,0,52906
78080,S,548893,0,52842
78144,S,549281,0,52778
78208,S,549701,0,52714
78272,S,550129,0,52650
78336,S,550577,0,52586
78400,S,550961,0,52522
78464,S,551381,0,52458
78528,S,551773,0,52394
78592,S,552217,0,52330
78656,S,552707,0,52266
78720,S,553099,0,52202
78784,S,553529,0,52138
78848,S,553919,0,52074
78912,S,554347,0,52010
78976,S,554789,0,51946
79040,S,555167,0,51882
79104,S,555691,0,51818
79168,S,556219,0,51754
79232,S,556607,0,51690
79296,S,556891,0,51626
79360,S,557369,0,51562
79424,S,557789,0,51498
79488,S,558251,0,51434
79552,S,558683,0,51370
79616,S,559157,0,51306
79680,S,559561,0,51242
79744,S,559939,0,51178
79808,S,560249,0,51114
79872,S,560683,0,51050
79936,S,561083,0,50986
80000,S,561599,0,50922
80064,S,562181,0,50858
80128,S,562537,0,50794
80192,S,562909,0,50730
80256,S,563327,0,50666
80320,S,563831,0,50602
80384,S,564251,0,50538
80448,S,564653,0,50474
80512,S,565111,0,50410
80576,S,565469,0,50346
80640,S,565907,0,50282
80704,S,566393,0,50218
80768,S,566759,0,50154
80832,S,567263,0,50090
80896,S,567737,0,50026
80960,S,568133,0,49962
81024,S,568549,0,49898
81088,S,569011,0,49834
81152,S,569423,0,49770
81216,S,569819,0,49706
81280,S,570161,0,49642
81344,S,570553,0,49578
81408,S,570959,0,49514
81472,S,571397,0,49450
81536,S,571847,0,49386
81600,S,572269,0,49322
81664,S,572633,0,49258
81728,S,572993,0,49194
81792,S,573481,0,49130
81856,S,573887,0,49066
81920,S,574309,0,49002
81984,S,574741,0,48938
82048,S,575219,0,48874
82112,S,575651,0,48810
82176,S,576031,0,48746
82240,S,576469,0,48682
82304,S,576787,0,48618
82368,S,577307,0,48554
82432,S,577721,0,48490
82496,S,578167,0,48426
82560,S,578563,0,48362
82624,S,578959,0,48298
82688,S,579451,0,48234
82752,S,579779,0,48170
82816,S,580291,0,48106
82880,S,580711,0,48042
82944,S,581101,0,47978
83008,S,581473,0,47914
83072,S,581891,0,47850
83136,S,582319,0,47786
83200,S,582773,0,47722
83264,S,583207,0,47658
83328,S,583603,0,47594
83392,S,584027,0,47530
83456,S,584557,0,47466
83520,S,584923,0,47402
83584,S,585317,0,47338
83648,S,585743,0,47274
83712,S,586121,0,47210
83776,S,586567,0,47146
83840,S,586933,0,47082
83904,S,587287,0,47018
83968,S,587669,0,46954
84032,S,588037,0,46890
84096,S,588463,0,46826
84160,S,588911,0,46762
84224,S,589349,0,46698
84288,S,589829,0,46634
84352,S,590269,0,46570
84416,S,590741,0,46506
84480,S,591193,0,46442
84544,S,591673,0,46378
84608,S,592139,0,46314
84672,S,592547,0,46250
84736,S,592939,0,46186
84800,S,593297,0,46122
84864,S,593689,0,46058
84928,S,594203,0,45994
84992,S,594571,0,45930
85056,S,595003,0,45866
85120,S,595319,0,45802
85184,S,595843,0,45738
85248,S,596243,0,45674
85312,S,596671,0,45610
85376,S,597073,0,45546
85440,S,597539,0,45482
85504,S,597901,0,45418
85568,S,598421,0,45354
85632,S,598867,0,45290
85696,S,599309,0,45226
85760,S,599701,0,45162
85824,S,600203,0,45098
85888,S,600557,0,45034
85952,S,600979,0,44970
86016,S,601357,0,44906
86080,S,601849,0,44842
86144,S,602257,0,44778
86208,S,602639,0,44714
86272,S,603023,0,44650
86336,S,603541,0,44586
86400,S,603907,0,44522
86464,S,604349,0,44458
86528,S,604781,0,44394
86592,S,605177,0,44330
86656,S,605599,0,44266
86720,S,606037,0,44202
86784,S,606521,0,44138
86848,S,606959,0,44074
86912,S,607301,0,44010
86976,S,607769,0,43946
87040,S,608191,0,43882
87104,S,608609,0,43818
87168,S,608999,0,43754
87232,S,609391,0,43690
87296,S,609779,0,43626
87360,S,610289,0,43562
87424,S,610733,0,43498
87488,S,611081,0,43434
87552,S,611557,0,43370
87616,S,611999,0,43306
87680,S,612349,0,43242
87744,S,612823,0,43178
87808,S,613243,0,43114
87872,S,613633,0,43050
87936,S,614093,0,42986
88000,S,614569,0,42922
88064,S,614963,0,42858
88128,S,615427,0,42794
88192,S,615799,0,42730
88256,S,616211,0,42666
88320,S,616547,0,42602
88384,S,616991,0,42538
88448,S,617341,0,42474
88512,S,617731,0,42410
88576,S,618229,0,42346
88640,S,618637,0,42282
88704,S,619111,0,42218
88768,S,619603,0,42154
88832,S,620003,0,42090
88896,S,620429,0,42026
88960,S,620827,0,41962
89024,S,621289,0,41898
89088,S,621721,0,41834
89152,S,622151,0,41770
89216,S,622577,0,41706
89280,S,623023,0,41642
89344,S,623531,0,41578
89408,S,623929,0,41514
89472,S,624311,0,41450
89536,S,624721,0,41386
89600,S,625169,0,41322
89664,S,625627,0,41258
89728,S,626113,0,41194
89792,S,626611,0,41130
89856,S,626987,0,41066
89920,S,627433,0,41002
89984,S,627911,0,40938
90048,S,628357,0,40874
90112,S,628801,0,40810
90176,S,629339,0,40746
90240,S,629737,0,40682
90304,S,630127,0,40618
90368,S,630593,0,40554
90432,S,631121,0,40490
90496,S,631487,0,40426
90560,S,631861,0,40362
90624,S,632257,0,40298
90688,S,632647,0,40234
90752,S,633091,0,40170
90816,S,633569,0,40106
90880,S,634003,0,40042
90944,S,634373,0,39978
91008,S,634759,0,39914
91072,S,635263,0,39850
91136,S,635603,0,39786
91200,S,636017,0,39722
91264,S,636421,0,39658
91328,S,636877,0,39594
91392,S,637327,0,39530
91456,S,637717,0,39466
91520,S,638179,0,39402
91584,S,638767,0,39338
91648,S,639263,0,39274
91712,S,639689,0,39210
91776,S,640109,0,39146
91840,S,640579,0,39082
91904,S,640967,0,39018
91968,S,641453,0,38954
92032,S,641873,0,38890
92096,S,642281,0,38826
92160,S,642853,0,38762
92224,S,643231,0,38698
92288,S,643697,0,38634
92352,S,644131,0,38570
92416,S,644519,0,38506
92480,S,644869,0,38442
92544,S,645353,0,38378
92608,S,645713,0,38314
92672,S,646169,0,38250
92736,S,646577,0,38186
92800,S,647033,0,38122
92864,S,647429,0,38058
92928,S,647809,0,37994
92992,S,648211,0,37930
93056,S,648671,0,37866
93120,S,649093,0,37802
93184,S,649529,0,37738
93248,S,649867,0,37674
93312,S,650387,0,37610
93376,S,650873,0,37546
93440,S,651281,0,37482
93504,S,651793,0,37418
93568,S,652237,0,37354
93632,S,652577,0,37290
93696,S,652937,0,37226
93760,S,653501,0,37162
93824,S,653881,0,37098
93888,S,654223,0,37034
93952,S,654671,0,36970
94016,S,655043,0,36906
94080,S,655507,0,36842
94144,S,655943,0,36778
94208,S,656423,0,36714
94272,S,656839,0,36650
94336,S,657311,0,36586
94400,S,657719,0,36522
94464,S,658211,0,36458
94528,S,658607,0,36394
94592,S,659023,0,36330
94656,S,659513,0,36266
94720,S,659899,0,36202
94784,S,660277,0,36138
94848,S,660661,0,36074
94912,S,661091,0,36010
94976,S,661513,0,35946
95040,S,661993,0,35882
95104,S,662443,0,35818
95168,S,662867,0,35754
95232,S,663283,0,35690
95296,S,663713,0,35626
95360,S,664117,0,35562
95424,S,664561,0,35498
95488,S,664933,0,35434
95552,S,665293,0,35370
95616,S,665747,0,35306
95680,S,666167,0,35242
95744,S,666649,0,35178
95808,S,667103,0,35114
95872,S,667531,0,35050
95936,S,667949,0,34986
96000,S,668531,0,34922
96064,S,668929,0,34858
96128,S,669377,0,34794
96192,S,669839,0,34730
96256,S,670217,0,34666
96320,S,670613,0,34602
96384,S,671059,0,34538
96448,S,671471,0,34474
96512,S,671933,0,34410
96576,S,672271,0,34346
96640,S,672787,0,34282
96704,S,673157,0,34218
96768,S,673513,0,34154
96832,S,673991,0,34090
96896,S,674461,0,34026
96960,S,674857,0,33962
97024,S,675263,0,33898
97088,S,675743,0,33834
97152,S,676111,0,33770
97216,S,676649,0,33706
97280,S,677021,0,33642
97344,S,677473,0,33578
97408,S,678047,0,33514
97472,S,678463,0,33450
97536,S,678779,0,33386
97600,S,679223,0,33322
97664,S,679639,0,33258
97728,S,679981,0,33194
97792,S,680377,0,33130
97856,S,680809,0,33066
97920,S,681251,0,33002
97984,S,681631,0,32938
98048,S,682063,0,32874
98112,S,682471,0,32810
98176,S,683041,0,32746
98240,S,683479,0,32682
98304,S,683861,0,32618
98368,S,684311,0,32554
98432,S,684751,0,32490
98496,S,685109,0,32426
98560,S,685547,0,32362
98624,S,686011,0,32298
98688,S,686437,0,32234
98752,S,686911,0,32170
98816,S,687299,0,32106
98880,S,687641,0,32042
98944,S,688073,0,31978
99008,S,688531,0,31914
99072,S,688957,0,31850
99136,S,689369,0,31786
99200,S,689827,0,31722
99264,S,690269,0,31658
99328,S,690721,0,31594
99392,S,691231,0,31530
99456,S,691697,0,31466
99520,S,692051,0,31402
99584,S,692413,0,31338
99648,S,692851,0,31274
99712,S,693353,0,31210
99776,S,693731,0,31146
99840,S,694201,0,31082
99904,S,694549,0,31018
99968,S,695003,0,30954
100032,S,695389,0,30890
100096,S,695801,0,30826
100160,S,696317,0,30762
100224,S,696721,0,30698
100288,S,697111,0,30634
100352,S,697513,0,30570
100416,S,697967,0,30506
100480,S,698417,0,30442
100544,S,698939,0,30378
100608,S,699367,0,30314
100672,S,699791,0,30250
100736,S,700279,0,30186
100800,S,700703,0,30122
100864,S,701179,0,30058
100928,S,701579,0,29994
100992,S,702067,0,29930
101056,S,702431,0,29866
101120,S,702809,0,29802
101184,S,703249,0,29738
101248,S,703709,0,29674
101312,S,704117,0,29610
101376,S,704521,0,29546
101440,S,704857,0,29482
101504,S,705209,0,29418
101568,S,705787,0,29354
101632,S,706159,0,29290
101696,S,706613,0,29226
101760,S,706987,0,29162
101824,S,707467,0,29098
101888,S,707887,0,29034
101952,S,708221,0,28970
102016,S,708601,0,28906
102080,S,709151,0,28842
102144,S,709589,0,28778
102208,S,709927,0,28714
102272,S,710399,0,28650
102336,S,710837,0,28586
102400,S,711163,0,28522
102464,S,711649,0,28458
102528,S,712007,0,28394
102592,S,712489,0,28330
102656,S,712913,0,28266
102720,S,713311,0,28202
102784,S,713771,0,28138
102848,S,714257,0,28074
102912,S,714797,0,28010
102976,S,715171,0,27946
103040,S,715579,0,27882
103104,S,715961,0,27818
103168,S,716459,0,27754
103232,S,716861,0,27690
103296,S,717323,0,27626
103360,S,717811,0,27562
103424,S,718343,0,27498
103488,S,718759,0,27434
103552,S,719197,0,27370
103616,S,719689,0,27306
103680,S,720101,0,27242
103744,S,720497,0,27178
103808,S,720943,0,27114
103872,S,721243,0,27050
103936,S,721687,0,26986
104000,S,722153,0,26922
104064,S,722539,0,26858
104128,S,723049,0,26794
104192,S,723379,0,26730
104256,S,723803,0,26666
104320,S,724219,0,26602
104384,S,724621,0,26538
104448,S,725057,0,26474
104512,S,725479,0,26410
104576,S,725983,0,26346
104640,S,726391,0,26282
104704,S,726809,0,26218
104768,S,727241,0,26154
104832,S,727673,0,26090
104896,S,728113,0,26026
104960,S,728627,0,25962
105024,S,728941,0,25898
105088,S,729403,0,25834
105152,S,729779,0,25770
105216,S,730283,0,25706
105280,S,730777,0,25642
105344,S,731189,0,25578
105408,S,731603,0,25514
105472,S,731981,0,25450
105536,S,732373,0,25386
105600,S,732877,0,25322
105664,S,733321,0,25258
105728,S,733807,0,25194
105792,S,734189,0,25130
105856,S,734647,0,25066
105920,S,735043,0,25002
105984,S,735389,0,24938
106048,S,735829,0,24874
106112,S,736249,0,24810
106176,S,736787,0,24746
106240,S,737179,0,24682
106304,S,737591,0,24618
106368,S,738011,0,24554
106432,S,738457,0,24490
106496,S,738923,0,24426
106560,S,739303,0,24362
106624,S,739649,0,24298
106688,S,740141,0,24234
106752,S,740591,0,24170
106816,S,741061,0,24106
106880,S,741491,0,24042
106944,S,741941,0,23978
107008,S,742369,0,23914
107072,S,742801,0,23850
107136,S,743221,0,23786
107200,S,743791,0,23722
107264,S,744283,0,23658
107328,S,744761,0,23594
107392,S,745243,0,23530
107456,S,745733,0,23466
107520,S,746171,0,23402
107584,S,746563,0,23338
107648,S,747049,0,23274
107712,S,747499,0,23210
107776,S,747919,0,23146
107840,S,748387,0,23082
107904,S,748807,0,23018
107968,S,749183,0,22954
108032,S,749659,0,22890
108096,S,750119,0,22826
108160,S,750599,0,22762
108224,S,751021,0,22698
108288,S,751357,0,22634
108352,S,751763,0,22570
108416,S,752189,0,22506
108480,S,752627,0,22442
108544,S,753031,0,22378
108608,S,753583,0,22314
108672,S,753959,0,22250
108736,S,754297,0,22186
108800,S,754739,0,22122
108864,S,755147,0,22058
108928,S,755567,0,21994
108992,S,756097,0,21930
109056,S,756563,0,21866
109120,S,757063,0,21802
109184,S,757507,0,21738
109248,S,757993,0,21674
109312,S,758383,0,21610
109376,S,758783,0,21546
109440,S,759193,0,21482
109504,S,759623,0,21418
109568,S,760063,0,21354
109632,S,760453,0,21290
109696,S,760891,0,21226
109760,S,761263,0,21162
109824,S,761611,0,21098
109888,S,762049,0,21034
109952,S,762563,0,20970
110016,S,763013,0,20906
110080,S,763447,0,20842
110144,S,763859,0,20778
110208,S,764249,0,20714
110272,S,764717,0,20650
110336,S,765131,0,20586
110400,S,765487,0,20522
110464,S,765907,0,20458
110528,S,766313,0,20394
110592,S,766739,0,20330
110656,S,767153,0,20266
110720,S,767617,0,20202
110784,S,768101,0,20138
110848,S,768431,0,20074
110912,S,768881,0,20010
110976,S,769319,0,19946
111040,S,769751,0,19882
111104,S,770179,0,19818
111168,S,770597,0,19754
111232,S,771019,0,19690
111296,S,771461,0,19626
111360,S,771889,0,19562
111424,S,772349,0,19498
111488,S,772789,0,19434
111552,S,773239,0,19370
111616,S,773681,0,19306
111680,S,774073,0,19242
111744,S,774541,0,19178
111808,S,774931,0,19114
111872,S,775441,0,19050
111936,S,775933,0,18986
112000,S,776357,0,18922
112064,S,776851,0,18858
112128,S,777221,0,18794
112192,S,777661,0,18730
112256,S,778097,0,18666
112320,S,778523,0,18602
112384,S,778903,0,18538
112448,S,779351,0,18474
112512,S,779771,0,18410
112576,S,780253,0,18346
112640,S,780721,0,18282
112704,S,781127,0,18218
112768,S,781493,0,18154
112832,S,781951,0,18090
112896,S,782267,0,18026
112960,S,782791,0,17962
113024,S,783259,0,17898
113088,S,783701,0,17834
113152,S,784129,0,17770
113216,S,784489,0,17706
113280,S,784961,0,17642
113344,S,785347,0,17578
113408,S,785777,0,17514
113472,S,786223,0,17450
113536,S,786707,0,17386
113600,S,787153,0,17322
113664,S,787601,0,17258
113728,S,788027,0,17194
113792,S,788393,0,17130
113856,S,788867,0,17066
113920,S,789251,0,17002
113984,S,789713,0,16938
114048,S,790199,0,16874
114112,S,790607,0,16810
114176,S,791003,0,16746
114240,S,791431,0,16682
114304,S,791927,0,16618
114368,S,792293,0,16554
114432,S,792679,0,16490
114496,S,793159,0,16426
114560,S,793621,0,16362
114624,S,794009,0,16298
114688,S,794389,0,16234
114752,S,794879,0,16170
114816,S,795299,0,16106
114880,S,795713,0,16042
114944,S,796151,0,15978
115008,S,796567,0,15914
115072,S,796937,0,15850
115136,S,797389,0,15786
115200,S,797813,0,15722
115264,S,798221,0,15658
115328,S,798691,0,15594
115392,S,799219,0,15530
115456,S,799637,0,15466
115520,S,800083,0,15402
115584,S,800477,0,15338
115648,S,800773,0,15274
115712,S,801247,0,15210
115776,S,801701,0,15146
115840,S,802163,0,15082
115904,S,802661,0,15018
115968,S,803141,0,14954
116032,S,803591,0,14890
116096,S,804043,0,14826
116160,S,804493,0,14762
116224,S,804889,0,14698
116288,S,805241,0,14634
116352,S,805589,0,14570
116416,S,806041,0,14506
116480,S,806503,0,14442
116544,S,807071,0,14378
116608,S,807479,0,14314
116672,S,807943,0,14250
116736,S,808417,0,14186
116800,S,808853,0,14122
116864,S,809309,0,14058
116928,S,809741,0,13994
116992,S,810137,0,13930
117056,S,810493,0,13866
117120,S,810949,0,13802
117184,S,811411,0,13738
117248,S,811819,0,13674
117312,S,812267,0,13610
117376,S,812671,0,13546
117440,S,813167,0,13482
117504,S,813583,0,13418
117568,S,814049,0,13354
117632,S,814477,0,13290
117696,S,814901,0,13226
117760,S,815401,0,13162
117824,S,815821,0,13098
117888,S,816223,0,13034
117952,S,816743,0,12970
118016,S,817093,0,12906
118080,S,817561,0,12842
118144,S,817951,0,12778
118208,S,818393,0,12714
118272,S,818999,0,12650
118336,S,819407,0,12586
118400,S,819739,0,12522
118464,S,820201,0,12458
118528,S,820609,0,12394
118592,S,821027,0,12330
118656,S,821461,0,12266
118720,S,821897,0,12202
118784,S,822313,0,12138
118848,S,822691,0,12074
118912,S,823117,0,12010
118976,S,823541,0,11946
119040,S,823877,0,11882
119104,S,824399,0,11818
119168,S,824801,0,11754
119232,S,825199,0,11690
119296,S,825553,0,11626
119360,S,825997,0,11562
119424,S,826403,0,11498
119488,S,826811,0,11434
119552,S,827303,0,11370
119616,S,827791,0,11306
119680,S,828131,0,11242
119744,S,828701,0,11178
119808,S,829111,0,11114
119872,S,829637,0,11050
119936,S,830051,0,10986
120000,S,830449,0,10922
120064,S,830887,0,10858
120128,S,831367,0,10794
120192,S,831709,0,10730
120256,S,832129,0,10666
120320,S,832583,0,10602
120384,S,832913,0,10538
120448,S,833353,0,10474
120512,S,833821,0,10410
120576,S,834283,0,10346
120640,S,834781,0,10282
120704,S,835253,0,10218
120768,S,835717,0,10154
120832,S,836137,0,10090
120896,S,836569,0,10026
120960,S,836971,0,9962
121024,S,837467,0,9898
121088,S,837979,0,9834
121152,S,838429,0,9770
121216,S,838813,0,9706
121280,S,839323,0,9642
121344,S,839723,0,9578
121408,S,840179,0,9514
121472,S,840661,0,9450
121536,S,841063,0,9386
121600,S,841427,0,9322
121664,S,841987,0,9258
121728,S,842351,0,9194
121792,S,842759,0,9130
121856,S,843209,0,9066
121920,S,843613,0,9002
121984,S,844117,0,8938
122048,S,844483,0,8874
122112,S,844897,0,8810
122176,S,845347,0,8746
122240,S,845881,0,8682
122304,S,846359,0,8618
122368,S,846841,0,8554
122432,S,847163,0,8490
122496,S,847601,0,8426
122560,S,848087,0,8362
