move,player,x,killed_now,top_live
96,S,331,39,11859
97,P,95192,1,11858
98,S,326,36,11842
99,P,73424,1,11841
100,S,349,36,11823
101,P,72176,1,11822
102,S,359,35,11805
103,P,76336,1,11804
104,S,346,34,11788
105,P,77584,1,11787
106,S,379,33,11771
107,P,80912,1,11770
108,S,383,33,11754
109,P,58136,1,11753
110,S,362,32,11739
111,P,85072,1,11738
112,S,397,31,11723
113,P,83408,1,11722
114,S,421,30,11708
115,P,90064,1,11707
116,S,419,30,11693
117,P,89648,1,11692
118,S,386,29,11680
119,P,92144,1,11679
120,S,439,29,11666
121,P,70226,1,11665
122,S,467,28,11653
123,P,82732,1,11652
124,S,463,28,11640
125,P,99632,1,11639
126,S,461,28,11627
127,P,81614,1,11626
128,S,457,28,11614
129,P,93392,1,11613
130,S,499,27,11601
131,P,50912,1,11600
132,S,491,27,11588
133,P,58864,1,11587
134,S,487,27,11575
135,P,50944,1,11574
136,S,503,26,11563
137,P,92192,1,11562
138,S,509,26,11551
139,P,55744,1,11550
140,S,523,25,11540
141,P,57088,1,11539
142,S,521,25,11529
143,P,60736,1,11528
144,S,547,25,11518
145,P,60944,1,11517
146,S,541,25,11507
147,P,61184,1,11506
148,S,557,24,11497
149,P,58624,1,11496
150,S,577,24,11487
151,P,68864,1,11486
152,S,571,24,11477
153,P,65792,1,11476
154,S,569,24,11467
155,P,69992,1,11466
156,S,563,24,11457
157,P,68744,1,11456
158,S,587,22,11448
159,P,63752,1,11447
160,S,593,21,11440
161,P,63128,1,11439
162,S,601,21,11432
163,P,62296,1,11431
164,S,631,20,11425
165,P,68536,1,11424
166,S,619,20,11418
167,P,67912,1,11417
168,S,617,20,11411
169,P,67288,1,11410
170,S,643,20,11404
171,P,66664,1,11403
172,S,674,19,11398
173,P,53248,1,11397
174,S,614,19,11392
175,P,71032,1,11391
176,S,677,19,11385
177,P,77272,1,11384
178,S,719,18,11378
179,P,76856,1,11377
180,S,709,18,11371
181,P,76232,1,11370
182,S,701,18,11364
183,P,75608,1,11363
184,S,691,18,11357
185,P,80392,1,11356
186,S,746,17,11351
187,P,79976,1,11350
188,S,734,17,11345
189,P,79144,1,11344
190,S,694,17,11339
191,P,78728,1,11338
192,S,706,17,11333
193,P,78104,1,11332
194,S,778,16,11327
195,P,86528,1,11326
196,S,787,16,11320
197,P,74906,1,11319
198,S,883,16,11313
199,P,99112,1,11312
200,S,881,16,11306
201,P,98488,1,11305
202,S,877,16,11299
203,P,97864,1,11298
204,S,863,16,11292
205,P,97448,1,11291
206,S,859,16,11285
207,P,96616,1,11284
208,S,857,16,11278
209,P,95576,1,11277
210,S,853,16,11271
211,P,94744,1,11270
212,S,839,16,11264
213,P,94328,1,11263
214,S,829,16,11257
215,P,92248,1,11256
216,S,827,16,11250
217,P,85592,1,11249
218,S,821,16,11243
219,P,84344,1,11242
220,S,809,16,11236
221,P,82888,1,11235
222,S,898,15,11230
223,P,70304,1,11229
224,S,958,15,11224
225,P,87616,1,11223
226,S,886,15,11218
227,P,55168,1,11217
228,S,866,15,11212
229,P,51328,1,11211
230,S,818,15,11206
231,P,88064,1,11205
232,S,967,15,11199
233,P,84928,1,11198
234,S,983,15,11192
235,P,64454,1,11191
236,S,977,15,11185
237,P,84544,1,11184
238,S,971,15,11178
239,P,58904,1,11177
240,S,1021,15,11171
241,P,84416,1,11170
242,S,1019,15,11164
243,P,78776,1,11163
244,S,1013,15,11157
245,P,83648,1,11156
246,S,1009,15,11150
247,P,82216,1,11149
248,S,997,15,11143
249,P,83392,1,11142
250,S,991,15,11136
251,P,76712,1,11135
252,S,1123,15,11129
253,P,83264,1,11128
254,S,1117,15,11122
255,P,88408,1,11121
256,S,1109,15,11115
320,S,1373,12,10910
384,S,1571,10,10745
448,S,1979,9,10591
512,S,2302,8,10433
576,S,2887,7,10339
640,S,3433,6,10253
704,S,3449,6,10157
768,S,4229,5,10080
832,S,3943,5,9984
896,S,5099,5,9888
960,S,4817,5,9792
1024,S,5438,4,9700
1088,S,4714,4,9638
1152,S,5266,4,9574
1216,S,7589,4,9504
1280,S,7309,4,9408
1344,S,6997,4,9312
1408,S,6733,4,9216
1472,S,6427,4,9120
1536,S,5444,3,9042
1600,S,8971,3,8996
1664,S,8699,3,8932
1728,S,8419,3,8868
1792,S,8111,3,8804
1856,S,7817,3,8740
1920,S,10091,3,8676
1984,S,9473,3,8612
2048,S,8818,2,8557
2112,S,10702,2,8525
2176,S,11278,2,8493
2240,S,11734,2,8461
2304,S,12346,2,8429
2368,S,8557,2,8397
2432,S,14033,2,8342
2496,S,13723,2,8278
2560,S,13421,2,8214
2624,S,13109,2,8150
2688,S,12821,2,8086
2752,S,12527,2,8022
2816,S,19379,2,7958
2880,S,18617,2,7894
2944,S,18013,2,7830
3008,S,17393,2,7766
3072,S,16759,2,7702
3136,S,16091,2,7638
3200,S,15493,2,7574
3264,S,14891,2,7510
3328,S,14327,2,7446
3392,S,19238,1,7412
3456,S,20362,1,7380
3520,S,21262,1,7348
3584,S,21878,1,7316
3648,S,22514,1,7284
3712,S,23158,1,7252
3776,S,23794,1,7220
3840,S,24326,1,7188
3904,S,24826,1,7156
3968,S,14684,1,7124
4032,S,17693,1,7092
4096,S,24271,1,7060
4160,S,33179,1,7013
4224,S,32843,1,6949
4288,S,32533,1,6885
4352,S,32251,1,6821
4416,S,31907,1,6757
4480,S,31543,1,6693
4544,S,31219,1,6629
4608,S,30881,1,6565
4672,S,30557,1,6501
4736,S,30203,1,6437
4800,S,29867,1,6373
4864,S,29483,1,6309
4928,S,29173,1,6245
4992,S,28817,1,6181
5056,S,28559,1,6117
5120,S,28211,1,6053
5184,S,27883,1,5989
5248,S,27581,1,5925
5312,S,27197,1,5861
5376,S,26863,1,5797
5440,S,26561,1,5733
5504,S,26237,1,5669
5568,S,25919,1,5605
5632,S,25601,1,5541
5696,S,25253,1,5477
5760,S,37463,1,5413
5824,S,36787,1,5349
5888,S,36131,1,5285
5952,S,35423,1,5221
6016,S,34729,1,5157
6080,S,34123,1,5093
6144,S,33457,1,5029
6208,S,30538,0,5018
6272,S,32962,0,5018
6336,S,35498,0,5018
6400,S,38146,0,5018
6464,S,40202,0,5018
6528,S,41494,0,5018
6592,S,42766,0,5018
6656,S,43994,0,5018
6720,S,45274,0,5018
6784,S,46454,0,5018
6848,S,47758,0,5018
6912,S,49034,0,5018
6976,S,35087,0,5018
7040,S,37141,0,5018
7104,S,71201,0,4967
7168,S,78481,0,4903
7232,S,47723,0,4877
7296,S,87949,0,4869
7360,S,63233,0,4820
7424,S,49111,0,4780
7488,S,44749,0,4735
7552,S,91177,0,4699
7616,S,59203,0,4655
7680,S,97637,0,4619
7744,S,36019,0,4571
7808,S,63893,0,4523
7872,S,64291,0,4473
7936,S,50261,0,4409
8000,S,50593,0,4345
8064,S,50993,0,4281
8128,S,51349,0,4217
8192,S,51647,0,4153
8256,S,51977,0,4089
8320,S,52361,0,4025
8384,S,52721,0,3961
8448,S,53077,0,3897
8512,S,53407,0,3833
8576,S,53773,0,3769
8640,S,54121,0,3705
8704,S,54469,0,3641
8768,S,54787,0,3577
8832,S,55171,0,3513
8896,S,55579,0,3449
8960,S,55849,0,3385
9024,S,56207,0,3321
9088,S,56531,0,3257
9152,S,56873,0,3193
9216,S,57173,0,3129
9280,S,57529,0,3065
9344,S,57853,0,3001
9408,S,58199,0,2937
9472,S,58549,0,2873
9536,S,58943,0,2809
9600,S,59233,0,2745
9664,S,59567,0,2681
9728,S,59957,0,2617
9792,S,60317,0,2553
9856,S,60689,0,2489
9920,S,61043,0,2425
9984,S,61469,0,2361
10048,S,61757,0,2297
10112,S,62137,0,2233
10176,S,62533,0,2169
10240,S,62903,0,2105
10304,S,63311,0,2041
10368,S,63599,0,1977
10432,S,63863,0,1913
10496,S,64301,0,1849
10560,S,64693,0,1785
10624,S,65089,0,1721
10688,S,65419,0,1657
10752,S,65717,0,1593
10816,S,66083,0,1529
10880,S,66499,0,1465
10944,S,66853,0,1401
11008,S,67187,0,1337
11072,S,67511,0,1273
11136,S,67843,0,1209
11200,S,68213,0,1145
11264,S,68633,0,1081
11328,S,68993,0,1017
11392,S,69379,0,953
11456,S,69779,0,889
11520,S,70139,0,825
11584,S,70459,0,761
11648,S,70849,0,697
11712,S,71161,0,633
11776,S,71453,0,569
11840,S,71843,0,505
11904,S,72161,0,441
11968,S,72533,0,377
12032,S,72893,0,313
12096,S,73277,0,249
12160,S,73613,0,185
12224,S,74017,0,121
12288,S,74353,0,57
