move,player,x,killed_now,top_live
11136,S,36028,4,76187
11200,S,76831,4,76117
11264,S,76471,4,76021
11328,S,76081,4,75925
11392,S,75703,4,75829
11456,S,75367,4,75733
11520,S,75011,4,75637
11584,S,74653,4,75541
11648,S,74297,4,75445
11712,S,73951,4,75349
11776,S,73589,4,75253
11840,S,73189,4,75157
11904,S,72869,4,75061
11968,S,72481,4,74965
12032,S,72101,4,74869
12096,S,71807,4,74773
12160,S,71419,4,74677
12224,S,71129,4,74581
12288,S,70793,4,74485
12352,S,70429,4,74389
12416,S,70111,4,74293
12480,S,69739,4,74197
12544,S,69317,4,74101
12608,S,68917,4,74005
12672,S,68567,4,73909
12736,S,68161,4,73813
12800,S,67801,4,73717
12864,S,67481,4,73621
12928,S,67153,4,73525
12992,S,66809,4,73429
13056,S,66457,4,73333
13120,S,66041,4,73237
13184,S,65699,4,73141
13248,S,65381,4,73045
13312,S,65033,4,72949
13376,S,64661,4,72853
13440,S,64237,4,72757
13504,S,63839,4,72661
13568,S,63559,4,72565
13632,S,63247,4,72469
13696,S,62861,4,72373
13760,S,50219,3,72279
13824,S,62044,3,72232
13888,S,60964,3,72200
13952,S,59692,3,72168
14016,S,58556,3,72136
14080,S,57388,3,72104
14144,S,55988,3,72072
14208,S,53948,3,72040
14272,S,51596,3,72008
14336,S,90887,3,71961
14400,S,90481,3,71897
14464,S,90121,3,71833
14528,S,89591,3,71769
14592,S,88883,3,71705
14656,S,88019,3,71641
14720,S,87383,3,71577
14784,S,86579,3,71513
14848,S,85853,3,71449
14912,S,85133,3,71385
14976,S,84407,3,71321
15040,S,83639,3,71257
15104,S,82889,3,71193
15168,S,82183,3,71129
15232,S,81509,3,71065
15296,S,80783,3,71001
15360,S,80107,3,70937
15424,S,79379,3,70873
15488,S,78623,3,70809
15552,S,77849,3,70745
15616,S,77239,3,70681
15680,S,119242,2,70637
15744,S,119962,2,70605
15808,S,120674,2,70573
15872,S,121438,2,70541
15936,S,122114,2,70509
16000,S,122966,2,70477
16064,S,123562,2,70445
16128,S,124282,2,70413
16192,S,79778,2,70381
16256,S,75892,2,70349
16320,S,105803,2,70315
16384,S,47723,2,70257
16448,S,61037,2,70205
16512,S,142567,2,70145
16576,S,142157,2,70081
16640,S,141773,2,70017
16704,S,141443,2,69953
16768,S,141073,2,69889
16832,S,140683,2,69825
16896,S,140351,2,69761
16960,S,139969,2,69697
17024,S,139591,2,69633
17088,S,139267,2,69569
17152,S,138797,2,69505
17216,S,138427,2,69441
17280,S,138071,2,69377
17344,S,137653,2,69313
17408,S,137279,2,69249
17472,S,136889,2,69185
17536,S,136531,2,69121
17600,S,136247,2,69057
17664,S,135841,2,68993
17728,S,135479,2,68929
17792,S,135173,2,68865
17856,S,134753,2,68801
17920,S,134339,2,68737
17984,S,133981,2,68673
18048,S,133559,2,68609
18112,S,133183,2,68545
18176,S,132817,2,68481
18240,S,132491,2,68417
18304,S,132103,2,68353
18368,S,131711,2,68289
18432,S,131317,2,68225
18496,S,130873,2,68161
18560,S,130513,2,68097
18624,S,130171,2,68033
18688,S,129749,2,67969
18752,S,129403,2,67905
18816,S,129011,2,67841
18880,S,128663,2,67777
18944,S,128339,2,67713
19008,S,127921,2,67649
19072,S,127607,2,67585
19136,S,127241,2,67521
19200,S,126757,2,67457
19264,S,126397,2,67393
19328,S,126019,2,67329
19392,S,125659,2,67265
19456,S,125269,2,67201
19520,S,199877,2,67137
19584,S,199499,2,67073
19648,S,199049,2,67009
19712,S,198689,2,66945
19776,S,198323,2,66881
19840,S,197947,2,66817
19904,S,197569,2,66753
19968,S,197207,2,66689
20032,S,196799,2,66625
20096,S,196387,2,66561
20160,S,195977,2,66497
20224,S,195593,2,66433
20288,S,195197,2,66369
20352,S,194839,2,66305
20416,S,194431,2,66241
20480,S,193951,2,66177
20544,S,193601,2,66113
20608,S,193189,2,66049
20672,S,192847,2,65985
20736,S,192497,2,65921
20800,S,192103,2,65857
20864,S,191699,2,65793
20928,S,191341,2,65729
20992,S,190901,2,65665
21056,S,190577,2,65601
21120,S,190097,2,65537
21184,S,189701,2,65473
21248,S,189389,2,65409
21312,S,188957,2,65345
21376,S,188621,2,65281
21440,S,187871,2,65217
21504,S,187111,2,65153
21568,S,186259,2,65089
21632,S,185599,2,65025
21696,S,184859,2,64961
21760,S,184073,2,64897
21824,S,183319,2,64833
21888,S,182549,2,64769
21952,S,181837,2,64705
22016,S,181001,2,64641
22080,S,180077,2,64577
22144,S,179437,2,64513
22208,S,178697,2,64449
22272,S,177967,2,64385
22336,S,177109,2,64321
22400,S,176389,2,64257
22464,S,175723,2,64193
22528,S,174821,2,64129
22592,S,174049,2,64065
22656,S,173263,2,64001
22720,S,172507,2,63937
22784,S,171757,2,63873
22848,S,170953,2,63809
22912,S,170239,2,63745
22976,S,169501,2,63681
23040,S,168713,2,63617
23104,S,167861,2,63553
23168,S,167051,2,63489
23232,S,166319,2,63425
23296,S,165523,2,63361
23360,S,164627,2,63297
23424,S,163883,2,63233
23488,S,163127,2,63169
23552,S,162413,2,63105
23616,S,161563,2,63041
23680,S,160757,2,62977
23744,S,160019,2,62913
23808,S,159311,2,62849
23872,S,158489,2,62785
23936,S,157649,2,62721
24000,S,156943,2,62657
24064,S,156109,2,62593
24128,S,155371,2,62529
24192,S,154589,2,62465
24256,S,153817,2,62401
24320,S,152989,2,62337
24384,S,152249,2,62273
24448,S,151549,2,62209
24512,S,150847,2,62145
24576,S,150067,2,62081
24640,S,149333,2,62017
24704,S,148663,2,61953
24768,S,147793,2,61889
24832,S,147089,2,61825
24896,S,146299,2,61761
24960,S,145549,2,61697
25024,S,144779,2,61633
25088,S,143981,2,61569
25152,S,143239,2,61505
25216,S,154738,1,61461
25280,S,156082,1,61429
25344,S,157606,1,61397
25408,S,159122,1,61365
25472,S,160478,1,61333
25536,S,161866,1,61301
25600,S,163298,1,61269
25664,S,164678,1,61237
25728,S,166154,1,61205
25792,S,167686,1,61173
25856,S,169066,1,61141
25920,S,170626,1,61109
25984,S,172222,1,61077
26048,S,173566,1,61045
26112,S,175082,1,61013
26176,S,176578,1,60981
26240,S,178114,1,60949
26304,S,179518,1,60917
26368,S,182278,1,60885
26432,S,182918,1,60853
26496,S,183746,1,60821
26560,S,184474,1,60789
26624,S,185138,1,60757
26688,S,185726,1,60725
26752,S,186482,1,60693
26816,S,187126,1,60661
26880,S,187966,1,60629
26944,S,188702,1,60597
27008,S,189446,1,60565
27072,S,189998,1,60533
27136,S,190306,1,60501
27200,S,190622,1,60469
27264,S,190958,1,60437
27328,S,108277,1,60405
27392,S,112853,1,60373
27456,S,124007,1,60341
27520,S,192674,1,60309
27584,S,193498,1,60277
27648,S,194234,1,60245
27712,S,195022,1,60213
27776,S,195758,1,60181
27840,S,196642,1,60149
27904,S,197338,1,60117
27968,S,197998,1,60085
28032,S,198742,1,60053
28096,S,199442,1,60021
28160,S,200258,1,59989
28224,S,201002,1,59957
28288,S,201826,1,59925
28352,S,202534,1,59893
28416,S,203162,1,59861
28480,S,203878,1,59829
28544,S,204482,1,59797
28608,S,205214,1,59765
28672,S,206086,1,59733
28736,S,206914,1,59701
28800,S,207734,1,59669
28864,S,208366,1,59637
28928,S,209158,1,59605
28992,S,209822,1,59573
29056,S,210662,1,59541
29120,S,211334,1,59509
29184,S,212206,1,59477
29248,S,212822,1,59445
29312,S,213506,1,59413
29376,S,214202,1,59381
29440,S,215206,1,59349
29504,S,215942,1,59317
29568,S,216586,1,59285
29632,S,217454,1,59253
29696,S,218074,1,59221
29760,S,218782,1,59189
29824,S,219578,1,59157
29888,S,220322,1,59125
29952,S,221138,1,59093
30016,S,221846,1,59061
30080,S,222602,1,59029
30144,S,223394,1,58997
30208,S,224134,1,58965
30272,S,224722,1,58933
30336,S,225686,1,58901
30400,S,226294,1,58869
30464,S,227026,1,58837
30528,S,227894,1,58805
30592,S,228598,1,58773
30656,S,229382,1,58741
30720,S,230198,1,58709
30784,S,230942,1,58677
30848,S,231622,1,58645
30912,S,232318,1,58613
30976,S,233074,1,58581
31040,S,233906,1,58549
31104,S,234638,1,58517
31168,S,235406,1,58485
31232,S,236066,1,58453
31296,S,236846,1,58421
31360,S,237638,1,58389
31424,S,238366,1,58357
31488,S,239254,1,58325
31552,S,239906,1,58293
31616,S,240638,1,58261
31680,S,241426,1,58229
31744,S,242026,1,58197
31808,S,242738,1,58165
31872,S,243442,1,58133
31936,S,244234,1,58101
32000,S,244954,1,58069
32064,S,245722,1,58037
32128,S,246518,1,58005
32192,S,247202,1,57973
32256,S,247958,1,57941
32320,S,248686,1,57909
32384,S,249478,1,57877
32448,S,195562,1,57845
32512,S,153284,1,57813
32576,S,139924,1,57781
32640,S,144068,1,57749
32704,S,148012,1,57717
32768,S,149852,1,57685
32832,S,151132,1,57653
32896,S,152708,1,57621
32960,S,81341,1,57589
33024,S,84383,1,57557
33088,S,86567,1,57525
33152,S,88283,1,57493
33216,S,89921,1,57461
33280,S,91559,1,57429
33344,S,93769,1,57397
33408,S,95797,1,57365
33472,S,98111,1,57333
33536,S,25558,1,57301
33600,S,200083,1,57269
33664,S,196703,1,57237
33728,S,192569,1,57205
33792,S,189059,1,57173
33856,S,184691,1,57141
33920,S,180401,1,57109
33984,S,172237,1,57077
34048,S,243737,1,57045
34112,S,248833,1,57013
34176,S,108841,1,56981
34240,S,113801,1,56949
34304,S,111079,1,56917
34368,S,209689,1,56885
34432,S,333107,1,56836
34496,S,332699,1,56772
34560,S,332219,1,56708
34624,S,331871,1,56644
34688,S,331451,1,56580
34752,S,331063,1,56516
34816,S,330661,1,56452
34880,S,330233,1,56388
34944,S,329867,1,56324
35008,S,329473,1,56260
35072,S,329083,1,56196
35136,S,328633,1,56132
35200,S,328177,1,56068
35264,S,327809,1,56004
35328,S,327463,1,55940
35392,S,327023,1,55876
35456,S,326633,1,55812
35520,S,326153,1,55748
35584,S,325781,1,55684
35648,S,325439,1,55620
35712,S,325019,1,55556
35776,S,324673,1,55492
35840,S,324319,1,55428
35904,S,323903,1,55364
35968,S,323443,1,55300
36032,S,323003,1,55236
36096,S,322589,1,55172
36160,S,322193,1,55108
36224,S,321817,1,55044
36288,S,321383,1,54980
36352,S,321017,1,54916
36416,S,320563,1,54852
36480,S,320149,1,54788
36544,S,319817,1,54724
36608,S,319439,1,54660
36672,S,319061,1,54596
36736,S,318683,1,54532
36800,S,318289,1,54468
36864,S,317921,1,54404
36928,S,317557,1,54340
36992,S,317159,1,54276
37056,S,316769,1,54212
37120,S,316373,1,54148
37184,S,315977,1,54084
37248,S,315569,1,54020
37312,S,315181,1,53956
37376,S,314719,1,53892
37440,S,314299,1,53828
37504,S,313961,1,53764
37568,S,313589,1,53700
37632,S,313207,1,53636
37696,S,312773,1,53572
37760,S,312383,1,53508
37824,S,312043,1,53444
37888,S,311569,1,53380
37952,S,311153,1,53316
38016,S,310729,1,53252
38080,S,310333,1,53188
38144,S,309857,1,53124
38208,S,309469,1,53060
38272,S,309083,1,52996
38336,S,308663,1,52932
38400,S,308293,1,52868
38464,S,307817,1,52804
38528,S,307339,1,52740
38592,S,306949,1,52676
38656,S,306563,1,52612
38720,S,306193,1,52548
38784,S,305761,1,52484
38848,S,305407,1,52420
38912,S,304981,1,52356
38976,S,304643,1,52292
39040,S,304279,1,52228
39104,S,303871,1,52164
39168,S,303497,1,52100
39232,S,303119,1,52036
39296,S,302801,1,51972
39360,S,302317,1,51908
39424,S,301897,1,51844
39488,S,301487,1,51780
39552,S,301079,1,51716
39616,S,300733,1,51652
39680,S,300343,1,51588
39744,S,299951,1,51524
39808,S,299513,1,51460
39872,S,299107,1,51396
39936,S,298681,1,51332
40000,S,298223,1,51268
40064,S,297833,1,51204
40128,S,297421,1,51140
40192,S,296969,1,51076
40256,S,296581,1,51012
40320,S,296201,1,50948
40384,S,295837,1,50884
40448,S,295319,1,50820
40512,S,294923,1,50756
40576,S,294499,1,50692
40640,S,294167,1,50628
40704,S,293717,1,50564
40768,S,293221,1,50500
40832,S,292801,1,50436
40896,S,292441,1,50372
40960,S,291997,1,50308
41024,S,291547,1,50244
41088,S,291167,1,50180
41152,S,290737,1,50116
41216,S,290399,1,50052
41280,S,290011,1,49988
41344,S,289589,1,49924
41408,S,289189,1,49860
41472,S,288877,1,49796
41536,S,288467,1,49732
41600,S,288049,1,49668
41664,S,287537,1,49604
41728,S,287137,1,49540
41792,S,286673,1,49476
41856,S,286301,1,49412
41920,S,285763,1,49348
41984,S,285433,1,49284
42048,S,284957,1,49220
42112,S,284633,1,49156
42176,S,284243,1,49092
42240,S,283859,1,49028
42304,S,283487,1,48964
42368,S,282991,1,48900
42432,S,282589,1,48836
42496,S,282143,1,48772
42560,S,281797,1,48708
42624,S,281429,1,48644
42688,S,281033,1,48580
42752,S,280697,1,48516
42816,S,280297,1,48452
42880,S,279883,1,48388
42944,S,279481,1,48324
43008,S,279007,1,48260
43072,S,278623,1,48196
43136,S,278227,1,48132
43200,S,277793,1,48068
43264,S,277373,1,48004
43328,S,276949,1,47940
43392,S,276557,1,47876
43456,S,276181,1,47812
43520,S,275813,1,47748
43584,S,275447,1,47684
43648,S,275039,1,47620
43712,S,274693,1,47556
43776,S,274201,1,47492
43840,S,273827,1,47428
43904,S,273311,1,47364
43968,S,272933,1,47300
44032,S,272477,1,47236
44096,S,272183,1,47172
44160,S,271769,1,47108
44224,S,271333,1,47044
44288,S,270931,1,46980
44352,S,270551,1,46916
44416,S,270167,1,46852
44480,S,269723,1,46788
44544,S,269341,1,46724
44608,S,268979,1,46660
44672,S,268637,1,46596
44736,S,268123,1,46532
44800,S,267727,1,46468
44864,S,267469,1,46404
44928,S,267133,1,46340
44992,S,266701,1,46276
45056,S,266293,1,46212
45120,S,265921,1,46148
45184,S,265541,1,46084
45248,S,265141,1,46020
45312,S,264769,1,45956
45376,S,264331,1,45892
45440,S,263933,1,45828
45504,S,263537,1,45764
45568,S,263183,1,45700
45632,S,262733,1,45636
45696,S,262349,1,45572
45760,S,261973,1,45508
45824,S,261529,1,45444
45888,S,261061,1,45380
45952,S,260677,1,45316
46016,S,260263,1,45252
46080,S,259823,1,45188
46144,S,259451,1,45124
46208,S,258991,1,45060
46272,S,258617,1,44996
46336,S,258277,1,44932
46400,S,257869,1,44868
46464,S,257443,1,44804
46528,S,257069,1,44740
46592,S,256577,1,44676
46656,S,256133,1,44612
46720,S,255763,1,44548
46784,S,255383,1,44484
46848,S,255023,1,44420
46912,S,254713,1,44356
46976,S,254197,1,44292
47040,S,253811,1,44228
47104,S,253481,1,44164
47168,S,252983,1,44100
47232,S,252589,1,44036
47296,S,252173,1,43972
47360,S,251791,1,43908
47424,S,251417,1,43844
47488,S,251063,1,43780
47552,S,250721,1,43716
47616,S,250123,1,43652
47680,S,364267,1,43588
47744,S,363437,1,43524
47808,S,362599,1,43460
47872,S,361807,1,43396
47936,S,360989,1,43332
48000,S,360049,1,43268
48064,S,359143,1,43204
48128,S,358417,1,43140
48192,S,357611,1,43076
48256,S,356749,1,43012
48320,S,355799,1,42948
48384,S,354997,1,42884
48448,S,354253,1,42820
48512,S,353471,1,42756
48576,S,352601,1,42692
48640,S,351847,1,42628
48704,S,351047,1,42564
48768,S,350237,1,42500
48832,S,349403,1,42436
48896,S,348571,1,42372
48960,S,347813,1,42308
49024,S,347003,1,42244
49088,S,346207,1,42180
49152,S,345463,1,42116
49216,S,344587,1,42052
49280,S,343769,1,41988
49344,S,342929,1,41924
49408,S,342107,1,41860
49472,S,341303,1,41796
49536,S,340559,1,41732
49600,S,339671,1,41668
49664,S,338731,1,41604
49728,S,337949,1,41540
49792,S,337189,1,41476
49856,S,336403,1,41412
49920,S,335557,1,41348
49984,S,334751,1,41284
50048,S,333923,1,41220
50112,S,30083,0,41173
50176,S,288826,0,41173
50240,S,291926,0,41173
50304,S,294902,0,41173
50368,S,298042,0,41173
50432,S,300854,0,41173
50496,S,303766,0,41173
50560,S,306854,0,41173
50624,S,309962,0,41173
50688,S,313178,0,41173
50752,S,316142,0,41173
50816,S,319346,0,41173
50880,S,322318,0,41173
50944,S,325498,0,41173
51008,S,328534,0,41173
51072,S,331774,0,41173
51136,S,334858,0,41173
51200,S,338258,0,41173
51264,S,341218,0,41173
51328,S,344314,0,41173
51392,S,347398,0,41173
51456,S,350618,0,41173
51520,S,353482,0,41173
51584,S,356786,0,41173
51648,S,359558,0,41173
51712,S,362878,0,41173
51776,S,365842,0,41173
51840,S,368978,0,41173
51904,S,371902,0,41173
51968,S,374866,0,41173
52032,S,400546,0,41173
52096,S,402242,0,41173
52160,S,403762,0,41173
52224,S,405358,0,41173
52288,S,406862,0,41173
52352,S,408658,0,41173
52416,S,410222,0,41173
52480,S,411826,0,41173
52544,S,413194,0,41173
52608,S,414866,0,41173
52672,S,416278,0,41173
52736,S,417814,0,41173
52800,S,419278,0,41173
52864,S,420638,0,41173
52928,S,422302,0,41173
52992,S,423758,0,41173
53056,S,425674,0,41173
53120,S,427178,0,41173
53184,S,428762,0,41173
53248,S,430358,0,41173
53312,S,431966,0,41173
53376,S,433682,0,41173
53440,S,435158,0,41173
53504,S,436918,0,41173
53568,S,438338,0,41173
53632,S,439822,0,41173
53696,S,441418,0,41173
53760,S,442978,0,41173
53824,S,444538,0,41173
53888,S,446102,0,41173
53952,S,447674,0,41173
54016,S,449258,0,41173
54080,S,450766,0,41173
54144,S,452378,0,41173
54208,S,454106,0,41173
54272,S,455458,0,41173
