move,player,x,killed_now,top_live
54336,S,457174,0,41173
54400,S,458618,0,41173
54464,S,460034,0,41173
54528,S,461522,0,41173
54592,S,463094,0,41173
54656,S,464818,0,41173
54720,S,466502,0,41173
54784,S,468278,0,41173
54848,S,469702,0,41173
54912,S,471358,0,41173
54976,S,473126,0,41173
55040,S,474686,0,41173
55104,S,476414,0,41173
55168,S,477898,0,41173
55232,S,479566,0,41173
55296,S,481178,0,41173
55360,S,482686,0,41173
55424,S,484138,0,41173
55488,S,485734,0,41173
55552,S,487402,0,41173
55616,S,488926,0,41173
55680,S,490522,0,41173
55744,S,492098,0,41173
55808,S,493618,0,41173
55872,S,495226,0,41173
55936,S,496702,0,41173
56000,S,498214,0,41173
56064,S,499762,0,41173
56128,S,51739,0,41173
56192,S,72829,0,41173
56256,S,320546,0,41173
56320,S,404027,0,41173
56384,S,395083,0,41173
56448,S,385723,0,41173
56512,S,377273,0,41173
56576,S,369343,0,41173
56640,S,360763,0,41173
56704,S,351403,0,41173
56768,S,343187,0,41173
56832,S,331123,0,41173
56896,S,48022,0,41173
56960,S,448643,0,41145
57024,S,475579,0,41145
57088,S,488657,0,41145
57152,S,497393,0,41137
57216,S,780377,0,41114
57280,S,789841,0,41050
57344,S,799643,0,40986
57408,S,808613,0,40922
57472,S,780673,0,40860
57536,S,813781,0,40796
57600,S,833311,0,40732
57664,S,855941,0,40668
57728,S,875099,0,40604
57792,S,894133,0,40540
57856,S,915337,0,40476
57920,S,936913,0,40412
57984,S,958241,0,40348
58048,S,273451,0,40313
58112,S,100321,0,40272
58176,S,879107,0,40247
58240,S,947581,0,40183
58304,S,988451,0,40119
58368,S,145049,0,40100
58432,S,294197,0,40082
58496,S,482849,0,40060
58560,S,762023,0,40039
58624,S,478103,0,40012
58688,S,671387,0,39987
58752,S,567289,0,39923
58816,S,124837,0,39860
58880,S,327269,0,39838
58944,S,120559,0,39804
59008,S,242071,0,39804
59072,S,541907,0,39751
59136,S,564649,0,39687
59200,S,586727,0,39623
59264,S,615113,0,39559
59328,S,508463,0,39495
59392,S,880157,0,39431
59456,S,143179,0,39417
59520,S,482903,0,39402
59584,S,482257,0,39402
59648,S,448423,0,39402
59712,S,923477,0,39379
59776,S,999839,0,39315
59840,S,940363,0,39251
59904,S,937249,0,39187
59968,S,331393,0,39160
60032,S,317069,0,39157
60096,S,662861,0,39148
60160,S,674389,0,39084
60224,S,952387,0,39020
60288,S,83959,0,39008
60352,S,508751,0,38955
60416,S,997979,0,38900
60480,S,712001,0,38854
60544,S,530737,0,38793
60608,S,950353,0,38733
60672,S,816863,0,38672
60736,S,811829,0,38611
60800,S,761953,0,38550
60864,S,641933,0,38489
60928,S,983561,0,38429
60992,S,680591,0,38368
61056,S,877087,0,38308
61120,S,701273,0,38247
61184,S,528361,0,38186
61248,S,496571,0,38127
61312,S,455249,0,38089
61376,S,539681,0,38053
61440,S,898489,0,37993
61504,S,158167,0,37959
61568,S,975461,0,37900
61632,S,892343,0,37870
61696,S,961391,0,37850
61760,S,286067,0,37796
61824,S,812059,0,37775
61888,S,894533,0,37725
61952,S,471083,0,37672
62016,S,403723,0,37641
62080,S,468497,0,37608
62144,S,834079,0,37559
62208,S,478979,0,37507
62272,S,839777,0,37461
62336,S,561311,0,37407
62400,S,425437,0,37373
62464,S,342523,0,37373
62528,S,774443,0,37330
62592,S,137843,0,37312
62656,S,673627,0,37260
62720,S,744647,0,37245
62784,S,258169,0,37228
62848,S,758497,0,37175
62912,S,128633,0,37155
62976,S,623377,0,37100
63040,S,140141,0,37080
63104,S,624781,0,37057
63168,S,559063,0,37033
63232,S,579121,0,36975
63296,S,500173,0,36935
63360,S,500527,0,36871
63424,S,500953,0,36807
63488,S,501317,0,36743
63552,S,501821,0,36679
63616,S,502261,0,36615
63680,S,502769,0,36551
63744,S,503249,0,36487
63808,S,503653,0,36423
63872,S,504061,0,36359
63936,S,504479,0,36295
64000,S,504937,0,36231
64064,S,505279,0,36167
64128,S,505639,0,36103
64192,S,506119,0,36039
64256,S,506533,0,35975
64320,S,506911,0,35911
64384,S,507361,0,35847
64448,S,507809,0,35783
64512,S,508243,0,35719
64576,S,508643,0,35655
64640,S,509101,0,35591
64704,S,509569,0,35527
64768,S,509939,0,35463
64832,S,510311,0,35399
64896,S,510793,0,35335
64960,S,511211,0,35271
65024,S,511579,0,35207
65088,S,512011,0,35143
65152,S,512579,0,35079
65216,S,512929,0,35015
65280,S,513313,0,34951
65344,S,513739,0,34887
65408,S,514127,0,34823
65472,S,514561,0,34759
65536,S,514939,0,34695
65600,S,515563,0,34631
65664,S,515929,0,34567
65728,S,516349,0,34503
65792,S,516689,0,34439
65856,S,517081,0,34375
65920,S,517459,0,34311
65984,S,517831,0,34247
66048,S,518233,0,34183
66112,S,518717,0,34119
66176,S,519097,0,34055
66240,S,519521,0,33991
66304,S,519923,0,33927
66368,S,520363,0,33863
66432,S,520763,0,33799
66496,S,521179,0,33735
66560,S,521557,0,33671
66624,S,521981,0,33607
66688,S,522373,0,33543
66752,S,522763,0,33479
66816,S,523297,0,33415
66880,S,523673,0,33351
66944,S,524119,0,33287
67008,S,524521,0,33223
67072,S,524971,0,33159
67136,S,525379,0,33095
67200,S,525769,0,33031
67264,S,526159,0,32967
67328,S,526573,0,32903
67392,S,526937,0,32839
67456,S,527353,0,32775
67520,S,527809,0,32711
67584,S,528247,0,32647
67648,S,528709,0,32583
67712,S,529121,0,32519
67776,S,529547,0,32455
67840,S,529981,0,32391
67904,S,530353,0,32327
67968,S,530753,0,32263
68032,S,531197,0,32199
68096,S,531673,0,32135
68160,S,532153,0,32071
68224,S,532529,0,32007
68288,S,532919,0,31943
68352,S,533317,0,31879
68416,S,533831,0,31815
68480,S,534199,0,31751
68544,S,534637,0,31687
68608,S,535133,0,31623
68672,S,535607,0,31559
68736,S,536023,0,31495
68800,S,536407,0,31431
68864,S,536773,0,31367
68928,S,537091,0,31303
68992,S,537637,0,31239
69056,S,538117,0,31175
69120,S,538511,0,31111
69184,S,538877,0,31047
69248,S,539309,0,30983
69312,S,539761,0,30919
69376,S,540269,0,30855
69440,S,540677,0,30791
69504,S,541141,0,30727
69568,S,541543,0,30663
69632,S,541987,0,30599
69696,S,542293,0,30535
69760,S,542783,0,30471
69824,S,543203,0,30407
69888,S,543607,0,30343
69952,S,543967,0,30279
70016,S,544477,0,30215
70080,S,544903,0,30151
70144,S,545437,0,30087
70208,S,545843,0,30023
70272,S,546239,0,29959
70336,S,546677,0,29895
70400,S,547171,0,29831
70464,S,547567,0,29767
70528,S,547999,0,29703
70592,S,548441,0,29639
70656,S,548833,0,29575
70720,S,549203,0,29511
70784,S,549641,0,29447
70848,S,550061,0,29383
70912,S,550489,0,29319
70976,S,550861,0,29255
71040,S,551297,0,29191
71104,S,551723,0,29127
71168,S,552107,0,29063
71232,S,552589,0,28999
71296,S,553051,0,28935
71360,S,553463,0,28871
71424,S,553837,0,28807
71488,S,554263,0,28743
71552,S,554731,0,28679
71616,S,555083,0,28615
71680,S,555593,0,28551
71744,S,556103,0,28487
71808,S,556537,0,28423
71872,S,556841,0,28359
71936,S,557281,0,28295
72000,S,557741,0,28231
72064,S,558179,0,28167
72128,S,558587,0,28103
72192,S,559067,0,28039
72256,S,559513,0,27975
72320,S,559859,0,27911
72384,S,560221,0,27847
72448,S,560617,0,27783
72512,S,561019,0,27719
72576,S,561461,0,27655
72640,S,562043,0,27591
72704,S,562459,0,27527
72768,S,562813,0,27463
72832,S,563183,0,27399
72896,S,563743,0,27335
72960,S,564173,0,27271
73024,S,564523,0,27207
73088,S,565013,0,27143
73152,S,565393,0,27079
73216,S,565793,0,27015
73280,S,566233,0,26951
73344,S,566701,0,26887
73408,S,567143,0,26823
73472,S,567659,0,26759
73536,S,568033,0,26695
73600,S,568453,0,26631
73664,S,568963,0,26567
73728,S,569269,0,26503
73792,S,569759,0,26439
73856,S,570091,0,26375
73920,S,570509,0,26311
73984,S,570881,0,26247
74048,S,571303,0,26183
74112,S,571783,0,26119
74176,S,572179,0,26055
74240,S,572581,0,25991
74304,S,572927,0,25927
74368,S,573409,0,25863
74432,S,573829,0,25799
74496,S,574261,0,25735
74560,S,574699,0,25671
74624,S,575137,0,25607
74688,S,575581,0,25543
74752,S,575963,0,25479
74816,S,576391,0,25415
74880,S,576731,0,25351
74944,S,577193,0,25287
75008,S,577601,0,25223
75072,S,578047,0,25159
75136,S,578489,0,25095
75200,S,578857,0,25031
75264,S,579353,0,24967
75328,S,579713,0,24903
75392,S,580187,0,24839
75456,S,580639,0,24775
75520,S,581041,0,24711
75584,S,581407,0,24647
75648,S,581821,0,24583
75712,S,582223,0,24519
75776,S,582727,0,24455
75840,S,583147,0,24391
75904,S,583511,0,24327
75968,S,583937,0,24263
76032,S,584429,0,24199
76096,S,584869,0,24135
76160,S,585251,0,24071
76224,S,585677,0,24007
76288,S,586051,0,23943
76352,S,586471,0,23879
76416,S,586871,0,23815
76480,S,587201,0,23751
76544,S,587603,0,23687
76608,S,587971,0,23623
76672,S,588383,0,23559
76736,S,588827,0,23495
76800,S,589273,0,23431
76864,S,589759,0,23367
76928,S,590201,0,23303
76992,S,590657,0,23239
77056,S,591127,0,23175
77120,S,591601,0,23111
77184,S,592073,0,23047
77248,S,592469,0,22983
77312,S,592873,0,22919
77376,S,593233,0,22855
77440,S,593627,0,22791
77504,S,594151,0,22727
77568,S,594521,0,22663
77632,S,594931,0,22599
77696,S,595267,0,22535
77760,S,595717,0,22471
77824,S,596147,0,22407
77888,S,596611,0,22343
77952,S,596983,0,22279
78016,S,597437,0,22215
78080,S,597833,0,22151
78144,S,598333,0,22087
78208,S,598783,0,22023
78272,S,599231,0,21959
78336,S,599629,0,21895
78400,S,600073,0,21831
78464,S,600451,0,21767
78528,S,600931,0,21703
78592,S,601297,0,21639
78656,S,601801,0,21575
78720,S,602179,0,21511
78784,S,602551,0,21447
78848,S,602971,0,21383
78912,S,603467,0,21319
78976,S,603853,0,21255
79040,S,604291,0,21191
79104,S,604711,0,21127
79168,S,605113,0,21063
79232,S,605533,0,20999
79296,S,605977,0,20935
79360,S,606433,0,20871
79424,S,606857,0,20807
79488,S,607199,0,20743
79552,S,607697,0,20679
79616,S,608123,0,20615
79680,S,608519,0,20551
79744,S,608941,0,20487
79808,S,609313,0,20423
79872,S,609683,0,20359
79936,S,610217,0,20295
80000,S,610661,0,20231
80064,S,611011,0,20167
80128,S,611483,0,20103
80192,S,611951,0,20039
80256,S,612301,0,19975
80320,S,612763,0,19911
80384,S,613189,0,19847
80448,S,613559,0,19783
80512,S,613993,0,19719
80576,S,614503,0,19655
80640,S,614863,0,19591
80704,S,615367,0,19527
80768,S,615749,0,19463
80832,S,616153,0,19399
80896,S,616507,0,19335
80960,S,616897,0,19271
81024,S,617273,0,19207
81088,S,617693,0,19143
81152,S,618119,0,19079
81216,S,618577,0,19015
81280,S,619027,0,18951
81344,S,619537,0,18887
81408,S,619921,0,18823
81472,S,620363,0,18759
81536,S,620759,0,18695
81600,S,621217,0,18631
81664,S,621641,0,18567
81728,S,622091,0,18503
81792,S,622519,0,18439
81856,S,622967,0,18375
81920,S,623417,0,18311
81984,S,623867,0,18247
82048,S,624233,0,18183
82112,S,624643,0,18119
82176,S,625087,0,18055
82240,S,625529,0,17991
82304,S,625997,0,17927
82368,S,626533,0,17863
82432,S,626921,0,17799
82496,S,627349,0,17735
82560,S,627797,0,17671
82624,S,628231,0,17607
82688,S,628757,0,17543
82752,S,629203,0,17479
82816,S,629683,0,17415
82880,S,630023,0,17351
82944,S,630529,0,17287
83008,S,630967,0,17223
83072,S,631453,0,17159
83136,S,631817,0,17095
83200,S,632189,0,17031
83264,S,632561,0,16967
83328,S,633001,0,16903
83392,S,633467,0,16839
83456,S,633937,0,16775
83520,S,634307,0,16711
83584,S,634709,0,16647
83648,S,635149,0,16583
83712,S,635519,0,16519
83776,S,635959,0,16455
83840,S,636343,0,16391
83904,S,636809,0,16327
83968,S,637283,0,16263
84032,S,637657,0,16199
84096,S,638123,0,16135
84160,S,638663,0,16071
84224,S,639169,0,16007
84288,S,639631,0,15943
84352,S,640039,0,15879
84416,S,640463,0,15815
84480,S,640919,0,15751
84544,S,641387,0,15687
84608,S,641821,0,15623
84672,S,642217,0,15559
84736,S,642779,0,15495
84800,S,643129,0,15431
84864,S,643649,0,15367
84928,S,644089,0,15303
84992,S,644443,0,15239
85056,S,644801,0,15175
85120,S,645187,0,15111
85184,S,645647,0,15047
85248,S,646073,0,14983
85312,S,646523,0,14919
85376,S,646957,0,14855
85440,S,647359,0,14791
85504,S,647743,0,14727
85568,S,648119,0,14663
85632,S,648617,0,14599
85696,S,649063,0,14535
85760,S,649483,0,14471
85824,S,649799,0,14407
85888,S,650291,0,14343
85952,S,650827,0,14279
86016,S,651223,0,14215
86080,S,651697,0,14151
86144,S,652121,0,14087
86208,S,652541,0,14023
86272,S,652903,0,13959
86336,S,653357,0,13895
86400,S,653789,0,13831
86464,S,654167,0,13767
86528,S,654593,0,13703
86592,S,655001,0,13639
86656,S,655387,0,13575
86720,S,655859,0,13511
86784,S,656333,0,13447
86848,S,656771,0,13383
86912,S,657233,0,13319
86976,S,657649,0,13255
87040,S,658139,0,13191
87104,S,658549,0,13127
87168,S,658963,0,13063
87232,S,659437,0,12999
87296,S,659831,0,12935
87360,S,660199,0,12871
87424,S,660601,0,12807
87488,S,660983,0,12743
87552,S,661421,0,12679
87616,S,661931,0,12615
87680,S,662351,0,12551
87744,S,662789,0,12487
87808,S,663209,0,12423
87872,S,663631,0,12359
87936,S,664043,0,12295
88000,S,664471,0,12231
88064,S,664799,0,12167
88128,S,665221,0,12103
88192,S,665633,0,12039
88256,S,666089,0,11975
88320,S,666559,0,11911
88384,S,666989,0,11847
88448,S,667463,0,11783
88512,S,667859,0,11719
88576,S,668407,0,11655
88640,S,668851,0,11591
88704,S,669289,0,11527
88768,S,669701,0,11463
88832,S,670139,0,11399
88896,S,670541,0,11335
88960,S,670987,0,11271
89024,S,671383,0,11207
89088,S,671887,0,11143
89152,S,672193,0,11079
89216,S,672703,0,11015
89280,S,673093,0,10951
89344,S,673451,0,10887
89408,S,673891,0,10823
89472,S,674363,0,10759
89536,S,674813,0,10695
89600,S,675197,0,10631
89664,S,675611,0,10567
89728,S,676051,0,10503
89792,S,676493,0,10439
89856,S,676967,0,10375
89920,S,677423,0,10311
89984,S,677947,0,10247
90048,S,678407,0,10183
90112,S,678749,0,10119
90176,S,679157,0,10055
90240,S,679537,0,9991
90304,S,679919,0,9927
90368,S,680299,0,9863
90432,S,680707,0,9799
90496,S,681137,0,9735
90560,S,681557,0,9671
90624,S,681983,0,9607
90688,S,682417,0,9543
90752,S,682933,0,9479
90816,S,683437,0,9415
90880,S,683819,0,9351
90944,S,684221,0,9287
91008,S,684643,0,9223
91072,S,685063,0,9159
91136,S,685493,0,9095
91200,S,685969,0,9031
91264,S,686339,0,8967
91328,S,686843,0,8903
91392,S,687163,0,8839
91456,S,687551,0,8775
91520,S,688003,0,8711
91584,S,688433,0,8647
91648,S,688867,0,8583
91712,S,689291,0,8519
91776,S,689771,0,8455
91840,S,690139,0,8391
91904,S,690611,0,8327
91968,S,691153,0,8263
92032,S,691637,0,8199
92096,S,691973,0,8135
92160,S,692371,0,8071
92224,S,692753,0,8007
92288,S,693223,0,7943
92352,S,693683,0,7879
92416,S,694081,0,7815
92480,S,694483,0,7751
92544,S,694951,0,7687
92608,S,695327,0,7623
92672,S,695719,0,7559
92736,S,696253,0,7495
92800,S,696629,0,7431
92864,S,697049,0,7367
92928,S,697447,0,7303
92992,S,697891,0,7239
93056,S,698339,0,7175
93120,S,698827,0,7111
93184,S,699287,0,7047
93248,S,699709,0,6983
93312,S,700211,0,6919
93376,S,700627,0,6855
93440,S,701047,0,6791
93504,S,701497,0,6727
93568,S,701957,0,6663
93632,S,702349,0,6599
93696,S,702731,0,6535
93760,S,703211,0,6471
93824,S,703657,0,6407
93888,S,704029,0,6343
93952,S,704447,0,6279
94016,S,704801,0,6215
94080,S,705163,0,6151
94144,S,705737,0,6087
94208,S,706109,0,6023
94272,S,706507,0,5959
94336,S,706913,0,5895
94400,S,707383,0,5831
94464,S,707827,0,5767
94528,S,708137,0,5703
94592,S,708559,0,5639
94656,S,709057,0,5575
94720,S,709507,0,5511
94784,S,709871,0,5447
94848,S,710341,0,5383
94912,S,710693,0,5319
94976,S,711089,0,5255
95040,S,711563,0,5191
95104,S,711937,0,5127
95168,S,712427,0,5063
95232,S,712843,0,4999
95296,S,713243,0,4935
95360,S,713663,0,4871
95424,S,714163,0,4807
95488,S,714719,0,4743
95552,S,715109,0,4679
95616,S,715523,0,4615
95680,S,715889,0,4551
95744,S,716399,0,4487
95808,S,716783,0,4423
95872,S,717229,0,4359
95936,S,717683,0,4295
96000,S,718259,0,4231
96064,S,718691,0,4167
96128,S,719153,0,4103
96192,S,719633,0,4039
96256,S,720019,0,3975
96320,S,720403,0,3911
96384,S,720877,0,3847
96448,S,721199,0,3783
96512,S,721613,0,3719
96576,S,722077,0,3655
96640,S,722467,0,3591
96704,S,722971,0,3527
96768,S,723287,0,3463
96832,S,723727,0,3399
96896,S,724117,0,3335
96960,S,724567,0,3271
97024,S,724961,0,3207
97088,S,725393,0,3143
97152,S,725897,0,3079
97216,S,726331,0,3015
97280,S,726701,0,2951
97344,S,727159,0,2887
97408,S,727577,0,2823
97472,S,728003,0,2759
97536,S,728537,0,2695
97600,S,728891,0,2631
97664,S,729331,0,2567
97728,S,729689,0,2503
97792,S,730187,0,2439
97856,S,730669,0,2375
97920,S,731057,0,2311
97984,S,731531,0,2247
98048,S,731909,0,2183
98112,S,732287,0,2119
98176,S,732817,0,2055
98240,S,733273,0,1991
98304,S,733697,0,1927
98368,S,734113,0,1863
98432,S,734537,0,1799
98496,S,734953,0,1735
98560,S,735331,0,1671
98624,S,735733,0,1607
98688,S,736147,0,1543
98752,S,736679,0,1479
98816,S,737111,0,1415
98880,S,737531,0,1351
98944,S,737921,0,1287
99008,S,738383,0,1223
99072,S,738851,0,1159
99136,S,739217,0,1095
99200,S,739601,0,1031
99264,S,740041,0,967
99328,S,740521,0,903
99392,S,741001,0,839
99456,S,741431,0,775
99520,S,741859,0,711
99584,S,742283,0,647
99648,S,742717,0,583
99712,S,743167,0,519
99776,S,743693,0,455
99840,S,744199,0,391
99904,S,744677,0,327
99968,S,745141,0,263
100032,S,745673,0,199
100096,S,746101,0,135
100160,S,746503,0,71
100224,S,746957,0,7
